code,name,industry,area,Lastdate
2076,雪 莱 特,家用电器,广东,2017-03-17
300478,杭州高新,橡胶,浙江,2017-03-17
600609,金杯汽车,汽车整车,辽宁,2017-03-17
34,深信泰丰,综合类,深圳,2017-03-20
2280,联络互动,软件服务,浙江,2017-03-20
2787,华源包装,广告包装,江苏,2017-03-21
600462,石岘纸业,造纸,吉林,2017-03-23
600671,天目药业,中成药,浙江,2017-03-24
300109,新开源,化工原料,河南,2017-03-24
300235,方直科技,软件服务,深圳,2017-03-24
300465,高伟达,软件服务,北京,2017-03-27
2655,共达电声,元器件,山东,2017-03-27
2640,跨境通,服饰,山西,2017-03-28
300334,津膜科技,专用机械,天津,2017-03-29
2312,三泰控股,电脑设备,四川,2017-03-30
600734,实达集团,电脑设备,福建,2017-03-31
600388,龙净环保,专用机械,福建,2017-03-31
2721,金一文化,服饰,北京,2017-03-31
300413,快乐购,百货,湖南,2017-03-31
755,山西三维,化工原料,山西,2017-03-31
600050,中国联通,电信运营,上海,2017-03-31
4,国农科技,生物制药,深圳,2017-03-31
300100,双林股份,汽车服务,浙江,2017-03-31
600547,山东黄金,黄金,山东,2017-04-05
2642,荣之联,软件服务,北京,2017-04-07
600165,新日恒力,钢加工,宁夏,2017-04-07
300151,昌红科技,机械基件,深圳,2017-04-10
300265,通光线缆,电气设备,江苏,2017-04-10
760,斯太尔,汽车配件,湖北,2017-04-12
2625,龙生股份,汽车配件,浙江,2017-04-12
601801,皖新传媒,出版业,安徽,2017-04-12
300092,科新机电,专用机械,四川,2017-04-13
601169,北京银行,银行,北京,2017-04-13
889,茂业通信,通信设备,河北,2017-04-13
600643,爱建集团,多元金融,上海,2017-04-14
600097,开创国际,渔业,上海,2017-04-14
672,上峰水泥,水泥,甘肃,2017-04-14
300500,苏州设计,建筑施工,江苏,2017-04-14
600888,新疆众和,铝,新疆,2017-04-14
300104,乐视网,互联网,北京,2017-04-14
601069,西部黄金,黄金,新疆,2017-04-14
40,宝安地产,全国地产,深圳,2017-04-17
600696,匹凸匹,区域地产,上海,2017-04-17
300347,泰格医药,医疗保健,浙江,2017-04-17
812,陕西金叶,广告包装,陕西,2017-04-17
601608,中信重工,专用机械,河南,2017-04-18
300291,华录百纳,影视音像,北京,2017-04-18
600634,中技控股,其他建材,上海,2017-04-18
300089,文化长城,陶瓷,广东,2017-04-18
603128,华贸物流,仓储物流,上海,2017-04-18
2622,永大集团,电气设备,吉林,2017-04-19
300198,纳川股份,塑料,福建,2017-04-19
600773,西藏城投,区域地产,西藏,2017-04-19
710,天兴仪表,汽车配件,四川,2017-04-19
300047,天源迪科,软件服务,深圳,2017-04-19
300466,赛摩电气,电器仪表,江苏,2017-04-19
63,中兴通讯,通信设备,深圳,2017-04-19
629,攀钢钒钛,普钢,四川,2017-04-19
2650,加加食品,食品,湖南,2017-04-19
300168,万达信息,软件服务,上海,2017-04-19
300110,华仁药业,化学制药,山东,2017-04-19
923,河北宣工,工程机械,河北,2017-04-19
2684,猛狮科技,电气设备,广东,2017-04-19
300180,华峰超纤,化纤,上海,2017-04-19
300462,华铭智能,专用机械,上海,2017-04-20
600100,同方股份,电脑设备,北京,2017-04-20
100,TCL 集团,家用电器,广东,2017-04-20
600201,生物股份,生物制药,内蒙,2017-04-20
780,平庄能源,煤炭开采,内蒙,2017-04-20
2252,上海莱士,生物制药,上海,2017-04-20
2669,康达新材,化工原料,上海,2017-04-20
21,深科技,电脑设备,深圳,2017-04-20
600391,成发科技,航空,四川,2017-04-21
600389,江山股份,农药化肥,江苏,2017-04-21
600455,博通股份,软件服务,陕西,2017-04-21
600463,空港股份,园区开发,北京,2017-04-21
600390,金瑞科技,小金属,湖南,2017-04-21
600452,涪陵电力,火力发电,重庆,2017-04-21
600395,盘江股份,煤炭开采,贵州,2017-04-21
600392,盛和资源,小金属,山西,2017-04-21
600461,洪城水业,水务,江西,2017-04-21
600456,宝钛股份,小金属,陕西,2017-04-21
600393,东华实业,全国地产,广东,2017-04-21
600396,金山股份,火力发电,辽宁,2017-04-21
600460,士兰微,半导体,浙江,2017-04-21
600459,贵研铂业,小金属,云南,2017-04-21
600458,时代新材,塑料,湖南,2017-04-21
600397,安源煤业,煤炭开采,江西,2017-04-21
600398,海澜之家,服饰,江苏,2017-04-21
600399,抚顺特钢,特种钢,辽宁,2017-04-21
300412,迦南科技,医疗保健,浙江,2017-04-21
600467,好当家,渔业,山东,2017-04-21
600385,山东金泰,黄金,山东,2017-04-21
600362,江西铜业,铜,江西,2017-04-21
600478,科力远,元器件,湖南,2017-04-21
600479,千金药业,中成药,湖南,2017-04-21
600361,华联综超,超市连锁,北京,2017-04-21
600360,华微电子,半导体,吉林,2017-04-21
600359,新农开发,农业综合,新疆,2017-04-21
600480,凌云股份,汽车配件,河北,2017-04-21
600358,国旅联合,旅游服务,江苏,2017-04-21
600356,恒丰纸业,造纸,黑龙江,2017-04-21
600355,精伦电子,元器件,湖北,2017-04-21
600354,敦煌种业,种植业,甘肃,2017-04-21
600482,风帆股份,电气设备,河北,2017-04-21
600353,旭光股份,元器件,四川,2017-04-21
300463,迈克生物,化学制药,四川,2017-04-21
600352,浙江龙盛,染料涂料,浙江,2017-04-21
600351,亚宝药业,中成药,山西,2017-04-21
600350,山东高速,路桥,山东,2017-04-21
600348,阳泉煤业,煤炭开采,山西,2017-04-21
600346,大橡塑,化工机械,辽宁,2017-04-21
600345,长江通信,通信设备,湖北,2017-04-21
600343,航天动力,航空,陕西,2017-04-21
600363,联创光电,元器件,江西,2017-04-21
600386,北巴传媒,公共交通,北京,2017-04-21
600477,杭萧钢构,钢加工,浙江,2017-04-21
600366,宁波韵升,电器仪表,浙江,2017-04-21
600383,金地集团,全国地产,深圳,2017-04-21
600382,广东明珠,商贸代理,广东,2017-04-21
600381,青海春天,医疗保健,青海,2017-04-21
600380,健康元,化学制药,深圳,2017-04-21
600466,蓝光发展,区域地产,四川,2017-04-21
600401,*ST海润,半导体,江苏,2017-04-21
600468,百利电气,电气设备,天津,2017-04-21
600379,宝光股份,电气设备,陕西,2017-04-21
600378,天科股份,化工原料,四川,2017-04-21
600470,六国化工,农药化肥,安徽,2017-04-21
600377,宁沪高速,路桥,江苏,2017-04-21
600376,首开股份,区域地产,北京,2017-04-21
600475,华光股份,专用机械,江苏,2017-04-21
600373,中文传媒,出版业,江西,2017-04-21
600372,中航电子,航空,北京,2017-04-21
600371,万向德农,种植业,黑龙江,2017-04-21
600370,三房巷,纺织,江苏,2017-04-21
600476,湘邮科技,软件服务,湖南,2017-04-21
600369,西南证券,证券,重庆,2017-04-21
600368,五洲交通,路桥,广西,2017-04-21
600367,红星发展,化工原料,贵州,2017-04-21
600365,通葡股份,红黄药酒,吉林,2017-04-21
600403,大有能源,煤炭开采,河南,2017-04-21
300461,田中精机,专用机械,浙江,2017-04-21
600405,动力源,电气设备,北京,2017-04-21
300426,唐德影视,影视音像,浙江,2017-04-21
300427,红相电力,电气设备,福建,2017-04-21
300428,四通新材,铝,河北,2017-04-21
300429,强力新材,化工原料,江苏,2017-04-21
300430,诚益通,电器仪表,北京,2017-04-21
300431,暴风科技,互联网,北京,2017-04-21
300432,富临精工,汽车配件,四川,2017-04-21
300425,环能科技,专用机械,四川,2017-04-21
600433,冠豪高新,造纸,广东,2017-04-21
300433,蓝思科技,元器件,湖南,2017-04-21
300434,金石东方,专用机械,四川,2017-04-21
600436,片仔癀,中成药,福建,2017-04-21
600438,通威股份,饲料,四川,2017-04-21
300435,中泰股份,机械基件,浙江,2017-04-21
300436,广生堂,化学制药,福建,2017-04-21
300437,清水源,化工原料,河南,2017-04-21
600435,北方导航,专用机械,北京,2017-04-21
600439,瑞贝卡,服饰,河南,2017-04-21
300403,地尔汉宇,电气设备,广东,2017-04-21
300405,科隆精化,化工原料,辽宁,2017-04-21
300414,中光防雷,元器件,四川,2017-04-21
300411,金盾股份,专用机械,浙江,2017-04-21
300415,伊之密,专用机械,广东,2017-04-21
300416,苏试试验,电器仪表,江苏,2017-04-21
300417,南华仪器,电器仪表,广东,2017-04-21
300410,正业科技,电器仪表,广东,2017-04-21
300418,昆仑万维,互联网,北京,2017-04-21
300404,博济医药,医疗保健,广东,2017-04-21
300409,道氏技术,陶瓷,广东,2017-04-21
300420,五洋科技,机械基件,江苏,2017-04-21
300421,力星股份,机械基件,江苏,2017-04-21
300422,博世科,环境保护,广西,2017-04-21
300408,三环集团,元器件,广东,2017-04-21
300424,航新科技,航空,广东,2017-04-21
300407,凯发电气,电气设备,天津,2017-04-21
300406,九强生物,化学制药,北京,2017-04-21
300419,浩丰科技,软件服务,北京,2017-04-21
300438,鹏辉能源,电气设备,广东,2017-04-21
300439,美康生物,化学制药,浙江,2017-04-21
600444,*ST国通,塑料,安徽,2017-04-21
600432,吉恩镍业,小金属,吉林,2017-04-21
600429,三元股份,乳制品,北京,2017-04-21
600428,中远航运,水运,广东,2017-04-21
600426,华鲁恒升,农药化肥,山东,2017-04-21
600425,青松建化,水泥,新疆,2017-04-21
600423,柳化股份,农药化肥,广西,2017-04-21
600422,昆药集团,中成药,云南,2017-04-21
300460,惠伦晶体,元器件,广东,2017-04-21
600421,仰帆控股,机械基件,湖北,2017-04-21
600419,天润乳业,乳制品,新疆,2017-04-21
600418,江淮汽车,汽车整车,安徽,2017-04-21
600416,湘电股份,电气设备,湖南,2017-04-21
600415,小商品城,商品城,浙江,2017-04-21
600410,华胜天成,软件服务,北京,2017-04-21
600409,三友化工,化工原料,河北,2017-04-21
600408,安泰集团,焦炭加工,山西,2017-04-21
600420,现代制药,化学制药,上海,2017-04-21
300459,浙江金科,化工原料,浙江,2017-04-21
300458,全志科技,元器件,广东,2017-04-21
300457,赢合科技,专用机械,深圳,2017-04-21
600446,金证股份,软件服务,深圳,2017-04-21
600448,华纺股份,纺织,山东,2017-04-21
300441,鲍斯股份,机床制造,浙江,2017-04-21
300442,普丽盛,轻工机械,上海,2017-04-21
300443,金雷风电,专用机械,山东,2017-04-21
300444,双杰电气,电气设备,北京,2017-04-21
300445,康斯特,电器仪表,北京,2017-04-21
300446,乐凯新材,化工原料,河北,2017-04-21
300447,全信股份,电气设备,江苏,2017-04-21
300448,浩云科技,软件服务,广东,2017-04-21
300449,汉邦高科,电脑设备,北京,2017-04-21
300450,先导智能,专用机械,江苏,2017-04-21
300451,创业软件,软件服务,浙江,2017-04-21
300452,山河药辅,化学制药,安徽,2017-04-21
300453,三鑫医疗,医疗保健,江西,2017-04-21
300455,康拓红外,运输设备,北京,2017-04-21
300456,耐威科技,元器件,北京,2017-04-21
600449,宁夏建材,水泥,宁夏,2017-04-21
600340,华夏幸福,区域地产,河北,2017-04-21
600148,长春一东,汽车配件,吉林,2017-04-21
600338,西藏珠峰,铅锌,西藏,2017-04-21
600095,哈高科,区域地产,黑龙江,2017-04-21
600094,大名城,区域地产,上海,2017-04-21
600093,禾嘉股份,汽车配件,四川,2017-04-21
600091,ST明科,化工原料,内蒙,2017-04-21
600090,啤酒花,啤酒,新疆,2017-04-21
600089,特变电工,电气设备,新疆,2017-04-21
600096,云天化,农药化肥,云南,2017-04-21
600088,中视传媒,影视音像,上海,2017-04-21
600085,同仁堂,中成药,北京,2017-04-21
600084,中葡股份,红黄药酒,新疆,2017-04-21
600216,浙江医药,化学制药,浙江,2017-04-21
600217,秦岭水泥,水泥,陕西,2017-04-21
600218,全柴动力,农用机械,安徽,2017-04-21
600219,南山铝业,铝,山东,2017-04-21
600086,东方金钰,服饰,湖北,2017-04-21
600098,广州发展,火力发电,广东,2017-04-21
600099,林海股份,摩托车,江苏,2017-04-21
600101,明星电力,水力发电,四川,2017-04-21
600117,西宁特钢,特种钢,青海,2017-04-21
600116,三峡水利,水力发电,重庆,2017-04-21
600115,东方航空,空运,上海,2017-04-21
600114,东睦股份,机械基件,浙江,2017-04-21
600113,浙江东日,区域地产,浙江,2017-04-21
600112,天成控股,电气设备,贵州,2017-04-21
600111,北方稀土,小金属,内蒙,2017-04-21
600110,诺德股份,电气设备,吉林,2017-04-21
600109,国金证券,证券,四川,2017-04-21
600108,亚盛集团,农业综合,甘肃,2017-04-21
600107,美尔雅,服饰,湖北,2017-04-21
600106,重庆路桥,路桥,重庆,2017-04-21
600105,永鼎股份,通信设备,江苏,2017-04-21
600104,上汽集团,汽车整车,上海,2017-04-21
600103,青山纸业,造纸,福建,2017-04-21
600220,江苏阳光,纺织,江苏,2017-04-21
600118,中国卫星,航空,北京,2017-04-21
600221,海南航空,空运,海南,2017-04-21
600223,鲁商置业,区域地产,山东,2017-04-21
600067,冠城大通,全国地产,福建,2017-04-21
600066,宇通客车,汽车整车,河南,2017-04-21
600064,南京高科,园区开发,江苏,2017-04-21
600063,皖维高新,化纤,安徽,2017-04-21
600062,华润双鹤,化学制药,北京,2017-04-21
600061,国投安信,证券,上海,2017-04-21
600068,葛洲坝,建筑施工,湖北,2017-04-21
600060,海信电器,家用电器,山东,2017-04-21
600058,五矿发展,商贸代理,北京,2017-04-21
600057,象屿股份,仓储物流,福建,2017-04-21
600056,中国医药,医药商业,北京,2017-04-21
600055,华润万东,医疗保健,北京,2017-04-21
600054,黄山旅游,旅游景点,安徽,2017-04-21
600053,九鼎投资,区域地产,江西,2017-04-21
600059,古越龙山,红黄药酒,浙江,2017-04-21
600069,银鸽投资,造纸,河南,2017-04-21
600070,浙江富润,纺织,浙江,2017-04-21
600071,凤凰光学,文教休闲,江西,2017-04-21
600083,博信股份,建筑施工,广东,2017-04-21
600226,升华拜克,农药化肥,浙江,2017-04-21
600082,海泰发展,园区开发,天津,2017-04-21
600227,赤天化,农药化肥,贵州,2017-04-21
600081,东风科技,汽车配件,上海,2017-04-21
600080,金花股份,中成药,陕西,2017-04-21
600483,福能股份,火力发电,福建,2017-04-21
600079,人福医药,化学制药,湖北,2017-04-21
600078,澄星股份,化工原料,江苏,2017-04-21
600077,宋都股份,全国地产,浙江,2017-04-21
600076,康欣新材,通信设备,山东,2017-04-21
600075,新疆天业,化工原料,新疆,2017-04-21
600074,保千里,电脑设备,江苏,2017-04-21
600073,上海梅林,食品,上海,2017-04-21
600072,钢构工程,船舶,上海,2017-04-21
600222,太龙药业,中成药,河南,2017-04-21
600119,长江投资,仓储物流,上海,2017-04-21
600120,浙江东方,商贸代理,浙江,2017-04-21
600121,郑州煤电,煤炭开采,河南,2017-04-21
600171,上海贝岭,半导体,上海,2017-04-21
600172,黄河旋风,矿物制品,河南,2017-04-21
600175,美都能源,全国地产,浙江,2017-04-21
600176,中国巨石,玻璃,浙江,2017-04-21
600177,雅戈尔,服饰,浙江,2017-04-21
600178,东安动力,汽车配件,黑龙江,2017-04-21
600170,上海建工,建筑施工,上海,2017-04-21
600179,ST黑化,焦炭加工,黑龙江,2017-04-21
600182,S佳通,汽车配件,黑龙江,2017-04-21
600183,生益科技,元器件,广东,2017-04-21
600184,光电股份,玻璃,湖北,2017-04-21
600185,格力地产,区域地产,广东,2017-04-21
600186,莲花健康,食品,河南,2017-04-21
600187,国中水务,水务,黑龙江,2017-04-21
600180,瑞茂通,仓储物流,山东,2017-04-21
600169,太原重工,工程机械,山西,2017-04-21
600168,武汉控股,水务,湖北,2017-04-21
600167,联美控股,供气供热,辽宁,2017-04-21
600149,廊坊发展,综合类,河北,2017-04-21
600150,中国船舶,船舶,上海,2017-04-21
600152,维科精华,纺织,浙江,2017-04-21
600153,建发股份,商贸代理,福建,2017-04-21
600141,兴发集团,化工原料,湖北,2017-04-21
600155,宝硕股份,化工原料,河北,2017-04-21
600156,华升股份,纺织,湖南,2017-04-21
600157,永泰能源,煤炭开采,山西,2017-04-21
600158,中体产业,文教休闲,天津,2017-04-21
600159,大龙地产,区域地产,北京,2017-04-21
600160,巨化股份,化工原料,浙江,2017-04-21
600161,天坛生物,生物制药,北京,2017-04-21
600162,香江控股,全国地产,深圳,2017-04-21
600163,中闽能源,新型电力,福建,2017-04-21
600166,福田汽车,汽车整车,北京,2017-04-21
600188,兖州煤业,煤炭开采,山东,2017-04-21
600139,西部资源,铜,四川,2017-04-21
600189,吉林森工,林业,吉林,2017-04-21
600190,锦州港,港口,辽宁,2017-04-21
600212,江泉实业,综合类,山东,2017-04-21
600213,亚星客车,汽车整车,江苏,2017-04-21
600215,长春经开,园区开发,吉林,2017-04-21
600135,乐凯胶片,化工原料,河北,2017-04-21
600133,东湖高新,园区开发,湖北,2017-04-21
600132,重庆啤酒,啤酒,重庆,2017-04-21
600131,岷江水电,水力发电,四川,2017-04-21
600130,波导股份,通信设备,浙江,2017-04-21
600129,太极集团,中成药,重庆,2017-04-21
600128,弘业股份,商贸代理,江苏,2017-04-21
600127,金健米业,农业综合,湖南,2017-04-21
600126,杭钢股份,普钢,浙江,2017-04-21
600125,铁龙物流,铁路,辽宁,2017-04-21
600123,兰花科创,煤炭开采,山西,2017-04-21
600122,宏图高科,其他商业,江苏,2017-04-21
600211,西藏药业,中成药,西藏,2017-04-21
600052,浙江广厦,区域地产,浙江,2017-04-21
600210,紫江企业,广告包装,上海,2017-04-21
600208,新湖中宝,全国地产,浙江,2017-04-21
600191,华资实业,食品,内蒙,2017-04-21
600192,长城电工,电气设备,甘肃,2017-04-21
600193,创兴资源,普钢,上海,2017-04-21
600195,中牧股份,饲料,北京,2017-04-21
600196,复星医药,化学制药,上海,2017-04-21
600197,伊力特,白酒,新疆,2017-04-21
600138,中青旅,旅游服务,北京,2017-04-21
600198,大唐电信,通信设备,北京,2017-04-21
600199,金种子酒,白酒,安徽,2017-04-21
600200,江苏吴中,综合类,江苏,2017-04-21
600202,哈空调,电气设备,黑龙江,2017-04-21
600203,福日电子,元器件,福建,2017-04-21
600206,有研新材,半导体,北京,2017-04-21
600207,安彩高科,元器件,河南,2017-04-21
600137,浪莎股份,服饰,四川,2017-04-21
600209,罗顿发展,综合类,海南,2017-04-21
600339,天利高新,石油加工,新疆,2017-04-21
600051,宁波联合,综合类,浙江,2017-04-21
600039,四川路桥,建筑施工,四川,2017-04-21
600280,中央商场,百货,江苏,2017-04-21
600281,太化股份,化工原料,山西,2017-04-21
600282,南钢股份,普钢,江苏,2017-04-21
600283,钱江水利,水务,浙江,2017-04-21
600284,浦东建设,建筑施工,上海,2017-04-21
600285,羚锐制药,中成药,河南,2017-04-21
600279,重庆港九,港口,重庆,2017-04-21
600287,江苏舜天,商贸代理,江苏,2017-04-21
600289,亿阳信通,软件服务,黑龙江,2017-04-21
600290,华仪电气,电气设备,浙江,2017-04-21
600291,西水股份,保险,内蒙,2017-04-21
600292,中电远达,环境保护,重庆,2017-04-21
600295,鄂尔多斯,服饰,内蒙,2017-04-21
600297,广汇汽车,汽车服务,辽宁,2017-04-21
600288,大恒科技,软件服务,北京,2017-04-21
600278,东方创业,商贸代理,上海,2017-04-21
600276,恒瑞医药,化学制药,江苏,2017-04-21
600275,武昌鱼,农业综合,湖北,2017-04-21
300473,德尔股份,汽车配件,辽宁,2017-04-21
300471,厚普股份,专用机械,四川,2017-04-21
300470,日机密封,机械基件,四川,2017-04-21
600261,阳光照明,家用电器,浙江,2017-04-21
600262,北方股份,汽车整车,内蒙,2017-04-21
600265,ST景谷,林业,云南,2017-04-21
600266,北京城建,区域地产,北京,2017-04-21
600267,海正药业,化学制药,浙江,2017-04-21
600268,国电南自,电气设备,江苏,2017-04-21
600269,赣粤高速,路桥,江西,2017-04-21
600270,外运发展,仓储物流,北京,2017-04-21
600271,航天信息,电脑设备,北京,2017-04-21
600272,开开实业,服饰,上海,2017-04-21
600273,嘉化能源,化工原料,浙江,2017-04-21
300468,四方精创,软件服务,深圳,2017-04-21
600298,安琪酵母,食品,湖北,2017-04-21
300474,景嘉微,元器件,湖南,2017-04-21
600299,安迪苏,化工原料,北京,2017-04-21
600301,*ST南化,化工原料,广西,2017-04-21
600323,瀚蓝环境,水务,广东,2017-04-21
600325,华发股份,区域地产,广东,2017-04-21
600326,西藏天路,建筑施工,西藏,2017-04-21
600327,大东方,百货,江苏,2017-04-21
600328,兰太实业,化工原料,内蒙,2017-04-21
600329,中新药业,中成药,天津,2017-04-21
600322,天房发展,区域地产,天津,2017-04-21
600330,天通股份,元器件,浙江,2017-04-21
600332,白云山,中成药,广东,2017-04-21
600333,长春燃气,供气供热,吉林,2017-04-21
600335,国机汽车,汽车配件,天津,2017-04-21
600336,澳柯玛,家用电器,山东,2017-04-21
600337,美克家居,家居用品,新疆,2017-04-21
300464,星徽精密,机械基件,广东,2017-04-21
600331,宏达股份,铅锌,四川,2017-04-21
600321,国栋建设,其他建材,四川,2017-04-21
600320,振华重工,工程机械,上海,2017-04-21
600319,*ST亚星,化工原料,山东,2017-04-21
600302,标准股份,纺织机械,陕西,2017-04-21
600303,曙光股份,汽车整车,辽宁,2017-04-21
600305,恒顺醋业,食品,江苏,2017-04-21
600306,商业城,百货,辽宁,2017-04-21
600307,酒钢宏兴,普钢,甘肃,2017-04-21
600308,华泰股份,造纸,山东,2017-04-21
600309,万华化学,化工原料,山东,2017-04-21
600310,桂东电力,水力发电,广西,2017-04-21
600311,ST荣华,黄金,甘肃,2017-04-21
600312,平高电气,电气设备,河南,2017-04-21
600313,农发种业,种植业,北京,2017-04-21
600315,上海家化,日用化工,上海,2017-04-21
600316,洪都航空,航空,江西,2017-04-21
600317,营口港,港口,辽宁,2017-04-21
600318,巢东股份,水泥,安徽,2017-04-21
600300,维维股份,软饮料,江苏,2017-04-21
300475,聚隆科技,专用机械,安徽,2017-04-21
300476,胜宏科技,元器件,广东,2017-04-21
300477,合纵科技,电气设备,北京,2017-04-21
600229,城市传媒,出版业,山东,2017-04-21
600230,*ST沧大,农药化肥,河北,2017-04-21
600231,凌钢股份,普钢,辽宁,2017-04-21
600232,金鹰股份,纺织,浙江,2017-04-21
600233,大杨创世,服饰,辽宁,2017-04-21
600234,山水文化,文教休闲,山西,2017-04-21
600016,民生银行,银行,北京,2017-04-21
600235,民丰特纸,造纸,浙江,2017-04-21
600237,铜峰电子,元器件,安徽,2017-04-21
600238,海南椰岛,红黄药酒,海南,2017-04-21
600240,华业资本,全国地产,北京,2017-04-21
600241,时代万恒,商贸代理,辽宁,2017-04-21
600242,*ST中昌,水运,广东,2017-04-21
600243,青海华鼎,机床制造,青海,2017-04-21
600236,桂冠电力,水力发电,广西,2017-04-21
600017,日照港,港口,山东,2017-04-21
600018,上港集团,港口,上海,2017-04-21
600019,宝钢股份,普钢,上海,2017-04-21
600038,中直股份,航空,黑龙江,2017-04-21
600037,歌华有线,影视音像,北京,2017-04-21
600036,招商银行,银行,深圳,2017-04-21
600035,楚天高速,路桥,湖北,2017-04-21
600033,福建高速,路桥,福建,2017-04-21
600031,三一重工,工程机械,湖南,2017-04-21
600030,中信证券,证券,深圳,2017-04-21
600029,南方航空,空运,广东,2017-04-21
600028,中国石化,石油加工,北京,2017-04-21
600027,华电国际,火力发电,山东,2017-04-21
600026,中海发展,水运,上海,2017-04-21
600023,浙能电力,火力发电,浙江,2017-04-21
600022,山东钢铁,普钢,山东,2017-04-21
600021,上海电力,火力发电,上海,2017-04-21
600020,中原高速,路桥,河南,2017-04-21
600246,万通地产,区域地产,北京,2017-04-21
600247,*ST成城,商贸代理,吉林,2017-04-21
600248,延长化建,建筑施工,陕西,2017-04-21
600249,两面针,日用化工,广西,2017-04-21
300496,中科创达,软件服务,北京,2017-04-21
300495,美尚生态,建筑施工,江苏,2017-04-21
300494,盛天网络,互联网,湖北,2017-04-21
300493,润欣科技,通信设备,上海,2017-04-21
300492,山鼎设计,建筑施工,四川,2017-04-21
300491,通合科技,电气设备,河北,2017-04-21
300489,中飞股份,铝,黑龙江,2017-04-21
300488,恒锋工具,机械基件,浙江,2017-04-21
300487,蓝晓科技,化工原料,陕西,2017-04-21
300485,赛升药业,生物制药,北京,2017-04-21
300484,蓝海华腾,电气设备,深圳,2017-04-21
300483,沃施股份,专用机械,上海,2017-04-21
300482,万孚生物,生物制药,广东,2017-04-21
300481,濮阳惠成,化工原料,河南,2017-04-21
300480,光力科技,电器仪表,河南,2017-04-21
300497,富祥股份,化学制药,江西,2017-04-21
600048,保利地产,全国地产,广东,2017-04-21
300498,温氏股份,农业综合,广东,2017-04-21
300501,海顺新材,广告包装,上海,2017-04-21
600250,南纺股份,商贸代理,江苏,2017-04-21
600004,白云机场,机场,广东,2017-04-21
600251,冠农股份,农业综合,新疆,2017-04-21
600252,中恒集团,中成药,广西,2017-04-21
600255,鑫科材料,铜,安徽,2017-04-21
600256,广汇能源,综合类,新疆,2017-04-21
600257,大湖股份,渔业,湖南,2017-04-21
600258,首旅酒店,酒店餐饮,北京,2017-04-21
600000,浦发银行,银行,上海,2017-04-21
600259,广晟有色,小金属,海南,2017-04-21
600260,凯乐科技,白酒,湖北,2017-04-21
300506,名家汇,建筑施工,深圳,2017-04-21
300505,川金诺,化工原料,云南,2017-04-21
300503,昊志机电,机械基件,广东,2017-04-21
300502,新易盛,通信设备,四川,2017-04-21
300499,高澜股份,专用机械,广东,2017-04-21
600293,三峡新材,玻璃,湖北,2017-04-21
600599,熊猫金控,日用化工,湖南,2017-04-21
600487,亨通光电,通信设备,江苏,2017-04-21
601000,唐山港,港口,河北,2017-04-21
600999,招商证券,证券,深圳,2017-04-21
600998,九州通,医药商业,湖北,2017-04-21
600997,开滦股份,煤炭开采,河北,2017-04-21
600995,文山电力,水力发电,云南,2017-04-21
600993,马应龙,中成药,湖北,2017-04-21
600992,贵绳股份,钢加工,贵州,2017-04-21
600990,四创电子,通信设备,安徽,2017-04-21
600988,赤峰黄金,黄金,内蒙,2017-04-21
600987,航民股份,纺织,浙江,2017-04-21
600986,科达股份,建筑施工,山东,2017-04-21
600985,雷鸣科化,化工原料,安徽,2017-04-21
600984,*ST建机,工程机械,陕西,2017-04-21
600983,惠而浦,家用电器,安徽,2017-04-21
601001,大同煤业,煤炭开采,山西,2017-04-21
600982,宁波热电,供气供热,浙江,2017-04-21
600980,北矿磁材,元器件,北京,2017-04-21
600979,广安爱众,水力发电,四川,2017-04-21
600978,宜华木业,家居用品,广东,2017-04-21
600976,健民集团,中成药,湖北,2017-04-21
600975,新五丰,农业综合,湖南,2017-04-21
600973,宝胜股份,电气设备,江苏,2017-04-21
600971,恒源煤电,煤炭开采,安徽,2017-04-21
600970,中材国际,建筑施工,江苏,2017-04-21
600969,郴电国际,水力发电,湖南,2017-04-21
600967,北方创业,运输设备,内蒙,2017-04-21
600966,博汇纸业,造纸,山东,2017-04-21
600965,福成五丰,农业综合,河北,2017-04-21
600963,岳阳林纸,造纸,湖南,2017-04-21
600962,*ST中鲁,软饮料,北京,2017-04-21
600981,汇鸿集团,商贸代理,江苏,2017-04-21
601002,晋亿实业,机械基件,浙江,2017-04-21
601003,柳钢股份,普钢,广西,2017-04-21
601006,大秦铁路,铁路,山西,2017-04-21
601166,兴业银行,银行,福建,2017-04-21
601158,重庆水务,水务,重庆,2017-04-21
601155,新城控股,区域地产,江苏,2017-04-21
601139,深圳燃气,供气供热,深圳,2017-04-21
601137,博威合金,铜,浙江,2017-04-21
601126,四方股份,电气设备,北京,2017-04-21
601118,海南橡胶,橡胶,海南,2017-04-21
601117,中国化学,建筑施工,北京,2017-04-21
601116,三江购物,超市连锁,浙江,2017-04-21
601111,中国国航,空运,北京,2017-04-21
601107,四川成渝,路桥,四川,2017-04-21
601106,中国一重,工程机械,黑龙江,2017-04-21
601101,昊华能源,煤炭开采,北京,2017-04-21
601100,恒立液压,工程机械,江苏,2017-04-21
601099,太平洋,证券,云南,2017-04-21
601098,中南传媒,出版业,湖南,2017-04-21
601088,中国神华,煤炭开采,北京,2017-04-21
601007,金陵饭店,酒店餐饮,江苏,2017-04-21
601008,连云港,港口,江苏,2017-04-21
601009,南京银行,银行,江苏,2017-04-21
601010,文峰股份,超市连锁,江苏,2017-04-21
