code,name,industry,area,Lastdate
601011,宝泰隆,焦炭加工,黑龙江,2017-04-21
601012,隆基股份,半导体,陕西,2017-04-21
600961,株冶集团,铅锌,湖南,2017-04-21
601015,陕西黑猫,焦炭加工,陕西,2017-04-21
601018,宁波港,港口,浙江,2017-04-21
601020,华钰矿业,铅锌,西藏,2017-04-21
601021,春秋航空,空运,上海,2017-04-21
601028,玉龙股份,钢加工,江苏,2017-04-21
601038,一拖股份,农用机械,河南,2017-04-21
601058,赛轮金宇,汽车配件,山东,2017-04-21
601016,节能风电,新型电力,北京,2017-04-21
601168,西部矿业,铜,青海,2017-04-21
600960,渤海活塞,汽车配件,山东,2017-04-21
600958,东方证券,证券,上海,2017-04-21
600862,南通科技,全国地产,江苏,2017-04-21
600861,北京城乡,百货,北京,2017-04-21
600860,京城股份,专用机械,北京,2017-04-21
600858,银座股份,百货,山东,2017-04-21
600857,宁波中百,百货,浙江,2017-04-21
600856,中天能源,供气供热,吉林,2017-04-21
600854,春兰股份,家用电器,江苏,2017-04-21
600853,龙建股份,建筑施工,黑龙江,2017-04-21
600851,海欣股份,纺织,上海,2017-04-21
600850,华东电脑,电脑设备,上海,2017-04-21
600848,上海临港,园区开发,上海,2017-04-21
600847,万里股份,电气设备,重庆,2017-04-21
600846,同济科技,综合类,上海,2017-04-21
600845,宝信软件,软件服务,上海,2017-04-21
600863,内蒙华电,火力发电,内蒙,2017-04-21
600844,丹化科技,化工原料,上海,2017-04-21
600841,上柴股份,机械基件,上海,2017-04-21
600839,四川长虹,家用电器,四川,2017-04-21
600838,上海九百,百货,上海,2017-04-21
600837,海通证券,证券,上海,2017-04-21
600836,界龙实业,广告包装,上海,2017-04-21
600835,上海机电,运输设备,上海,2017-04-21
600833,第一医药,医药商业,上海,2017-04-21
600831,广电网络,影视音像,陕西,2017-04-21
600830,香溢融通,多元金融,浙江,2017-04-21
600829,人民同泰,医药商业,黑龙江,2017-04-21
600828,茂业商业,百货,四川,2017-04-21
600827,百联股份,超市连锁,上海,2017-04-21
600826,兰生股份,商贸代理,上海,2017-04-21
600825,新华传媒,出版业,上海,2017-04-21
600843,上工申贝,纺织机械,上海,2017-04-21
600864,哈投股份,火力发电,黑龙江,2017-04-21
600865,百大集团,百货,浙江,2017-04-21
600866,星湖科技,食品,广东,2017-04-21
600917,重庆燃气,供气供热,重庆,2017-04-21
600900,长江电力,水力发电,北京,2017-04-21
600898,三联商社,电器连锁,山东,2017-04-21
600897,厦门空港,机场,福建,2017-04-21
600896,中海海盛,水运,海南,2017-04-21
600895,张江高科,园区开发,上海,2017-04-21
600894,广日股份,运输设备,广东,2017-04-21
600893,中航动力,航空,陕西,2017-04-21
600892,宝诚股份,综合类,深圳,2017-04-21
600891,秋林集团,百货,黑龙江,2017-04-21
600889,南京化纤,化纤,江苏,2017-04-21
600887,伊利股份,乳制品,内蒙,2017-04-21
600886,国投电力,水力发电,北京,2017-04-21
600885,宏发股份,电气设备,湖北,2017-04-21
600884,杉杉股份,服饰,浙江,2017-04-21
600883,博闻科技,水泥,云南,2017-04-21
600882,华联矿业,普钢,山东,2017-04-21
600867,通化东宝,生物制药,吉林,2017-04-21
600868,梅雁吉祥,水力发电,广东,2017-04-21
600869,智慧能源,电气设备,青海,2017-04-21
600870,*ST厦华,家用电器,福建,2017-04-21
600871,石化油服,石油开采,北京,2017-04-21
600872,中炬高新,食品,广东,2017-04-21
600959,江苏有线,影视音像,江苏,2017-04-21
600873,梅花生物,食品,西藏,2017-04-21
600875,东方电气,电气设备,四川,2017-04-21
600876,洛阳玻璃,玻璃,河南,2017-04-21
600877,中国嘉陵,摩托车,重庆,2017-04-21
600879,航天电子,航空,湖北,2017-04-21
600880,博瑞传播,广告包装,四川,2017-04-21
600881,亚泰集团,水泥,吉林,2017-04-21
600874,创业环保,环境保护,天津,2017-04-21
600824,益民集团,百货,上海,2017-04-21
601177,杭齿前进,机械基件,浙江,2017-04-21
601186,中国铁建,建筑施工,北京,2017-04-21
603002,宏昌电子,化工原料,广东,2017-04-21
603001,奥康国际,服饰,浙江,2017-04-21
603000,人民网,互联网,北京,2017-04-21
601999,出版传媒,出版业,辽宁,2017-04-21
601998,中信银行,银行,北京,2017-04-21
601996,丰林集团,林业,广西,2017-04-21
601992,金隅股份,水泥,北京,2017-04-21
601991,大唐发电,火力发电,北京,2017-04-21
601989,中国重工,船舶,北京,2017-04-21
601988,中国银行,银行,北京,2017-04-21
601985,中国核电,新型电力,北京,2017-04-21
601969,海南矿业,普钢,海南,2017-04-21
601968,宝钢包装,广告包装,上海,2017-04-21
601965,中国汽研,汽车服务,重庆,2017-04-21
603003,龙宇燃油,石油贸易,上海,2017-04-21
601958,金钼股份,小金属,陕西,2017-04-21
601933,永辉超市,超市连锁,福建,2017-04-21
601929,吉视传媒,影视音像,吉林,2017-04-21
601928,凤凰传媒,出版业,江苏,2017-04-21
601919,中国远洋,水运,天津,2017-04-21
601918,国投新集,煤炭开采,安徽,2017-04-21
601908,京运通,半导体,北京,2017-04-21
601901,方正证券,证券,湖南,2017-04-21
601900,南方传媒,出版业,广东,2017-04-21
601899,紫金矿业,黄金,福建,2017-04-21
601898,中煤能源,煤炭开采,北京,2017-04-21
601890,亚星锚链,船舶,江苏,2017-04-21
601888,中国国旅,旅游服务,北京,2017-04-21
601886,江河创建,装修装饰,北京,2017-04-21
601880,大连港,港口,辽宁,2017-04-21
601939,建设银行,银行,北京,2017-04-21
603005,晶方科技,半导体,江苏,2017-04-21
603006,联明股份,汽车配件,上海,2017-04-21
603008,喜临门,家居用品,浙江,2017-04-21
603168,莎普爱思,化学制药,浙江,2017-04-21
603167,渤海轮渡,水运,山东,2017-04-21
603166,福达股份,汽车配件,广西,2017-04-21
603158,腾龙股份,汽车配件,江苏,2017-04-21
603126,中材节能,环境保护,天津,2017-04-21
603123,翠微股份,百货,北京,2017-04-21
603118,共进股份,通信设备,深圳,2017-04-21
603117,万林股份,仓储物流,江苏,2017-04-21
603116,红蜻蜓,服饰,浙江,2017-04-21
603100,川仪股份,电器仪表,重庆,2017-04-21
603099,长白山,旅游服务,吉林,2017-04-21
603088,宁波精达,专用机械,浙江,2017-04-21
603085,天成自控,专用机械,浙江,2017-04-21
603077,和邦生物,化工原料,四川,2017-04-21
603066,音飞储存,专用机械,江苏,2017-04-21
603030,全筑股份,装修装饰,上海,2017-04-21
603028,赛福天,钢加工,江苏,2017-04-21
603009,北特科技,汽车配件,上海,2017-04-21
603011,合锻股份,机床制造,安徽,2017-04-21
603012,创力集团,专用机械,上海,2017-04-21
603015,弘讯科技,电气设备,浙江,2017-04-21
603017,中衡设计,建筑施工,江苏,2017-04-21
603018,设计股份,建筑施工,江苏,2017-04-21
601877,正泰电器,电气设备,浙江,2017-04-21
603019,中科曙光,电脑设备,天津,2017-04-21
603021,山东华鹏,玻璃,山东,2017-04-21
603022,新通联,广告包装,上海,2017-04-21
603023,威帝股份,汽车配件,黑龙江,2017-04-21
603025,大豪科技,电脑设备,北京,2017-04-21
603026,石大胜华,化工原料,山东,2017-04-21
603027,千禾味业,食品,四川,2017-04-21
603020,爱普股份,食品,上海,2017-04-21
601179,中国西电,电气设备,陕西,2017-04-21
601872,招商轮船,水运,上海,2017-04-21
601857,中国石油,石油开采,北京,2017-04-21
601518,吉林高速,路桥,吉林,2017-04-21
601515,东风股份,广告包装,广东,2017-04-21
601398,工商银行,银行,北京,2017-04-21
601390,中国中铁,建筑施工,北京,2017-04-21
601388,怡球资源,铝,江苏,2017-04-21
601377,兴业证券,证券,福建,2017-04-21
601369,陕鼓动力,机械基件,陕西,2017-04-21
601368,绿城水务,水务,广西,2017-04-21
601339,百隆东方,纺织,浙江,2017-04-21
601336,新华保险,保险,北京,2017-04-21
601333,广深铁路,铁路,深圳,2017-04-21
601328,交通银行,银行,上海,2017-04-21
601318,中国平安,保险,深圳,2017-04-21
601313,江南嘉捷,运输设备,江苏,2017-04-21
601519,大智慧,软件服务,上海,2017-04-21
601311,骆驼股份,电气设备,湖北,2017-04-21
601258,庞大集团,汽车服务,河北,2017-04-21
601238,广汽集团,汽车整车,广东,2017-04-21
601233,桐昆股份,化纤,浙江,2017-04-21
601231,环旭电子,元器件,上海,2017-04-21
601226,华电重工,专用机械,北京,2017-04-21
601225,陕西煤业,煤炭开采,陕西,2017-04-21
601222,林洋能源,电器仪表,江苏,2017-04-21
601218,吉鑫科技,机械基件,江苏,2017-04-21
601216,君正集团,化工原料,内蒙,2017-04-21
601211,国泰君安,证券,上海,2017-04-21
601208,东材科技,化工原料,四川,2017-04-21
601199,江南水务,水务,江苏,2017-04-21
601198,东兴证券,证券,北京,2017-04-21
601188,龙江交通,路桥,黑龙江,2017-04-21
601288,农业银行,银行,北京,2017-04-21
601555,东吴证券,证券,江苏,2017-04-21
601558,华锐风电,电气设备,北京,2017-04-21
601566,九牧王,服饰,福建,2017-04-21
601818,光大银行,银行,北京,2017-04-21
601808,中海油服,石油开采,天津,2017-04-21
601800,中国交建,建筑施工,北京,2017-04-21
601799,星宇股份,汽车配件,江苏,2017-04-21
601798,蓝科高新,化工机械,甘肃,2017-04-21
601789,宁波建工,建筑施工,浙江,2017-04-21
601788,光大证券,证券,上海,2017-04-21
601777,力帆股份,摩托车,重庆,2017-04-21
601766,中国中车,运输设备,北京,2017-04-21
601718,际华集团,服饰,北京,2017-04-21
601717,郑煤机,工程机械,河南,2017-04-21
601699,潞安环能,煤炭开采,山西,2017-04-21
601689,拓普集团,汽车配件,浙江,2017-04-21
601688,华泰证券,证券,江苏,2017-04-21
601678,滨化股份,化工原料,山东,2017-04-21
601677,明泰铝业,铝,河南,2017-04-21
601669,中国电建,建筑施工,北京,2017-04-21
601567,三星医疗,电器仪表,浙江,2017-04-21
601579,会稽山,红黄药酒,浙江,2017-04-21
601588,北辰实业,区域地产,北京,2017-04-21
601599,鹿港科技,纺织,江苏,2017-04-21
601600,中国铝业,铝,北京,2017-04-21
601601,中国太保,保险,上海,2017-04-21
601866,中海集运,水运,上海,2017-04-21
601607,上海医药,医药商业,上海,2017-04-21
601618,中国中冶,建筑施工,北京,2017-04-21
601628,中国人寿,保险,北京,2017-04-21
601633,长城汽车,汽车整车,河北,2017-04-21
601636,旗滨集团,玻璃,湖南,2017-04-21
601666,平煤股份,煤炭开采,河南,2017-04-21
601668,中国建筑,建筑施工,北京,2017-04-21
601616,广电电气,电气设备,上海,2017-04-21
600823,世茂股份,全国地产,上海,2017-04-21
600822,上海物贸,商贸代理,上海,2017-04-21
600821,津劝业,百货,天津,2017-04-21
600608,*ST沪科,通信设备,上海,2017-04-21
600606,绿地控股,房产服务,上海,2017-04-21
600605,汇通能源,商贸代理,上海,2017-04-21
600604,市北高新,园区开发,上海,2017-04-21
600603,*ST兴业,综合类,福建,2017-04-21
600601,方正科技,电脑设备,上海,2017-04-21
600600,青岛啤酒,啤酒,山东,2017-04-21
300402,宝色股份,专用机械,江苏,2017-04-21
600598,北大荒,种植业,黑龙江,2017-04-21
600597,光明乳业,乳制品,上海,2017-04-21
600596,新安股份,农药化肥,浙江,2017-04-21
600595,中孚实业,铝,河南,2017-04-21
600594,益佰制药,中成药,贵州,2017-04-21
600593,大连圣亚,旅游景点,辽宁,2017-04-21
600610,中毅达,建筑施工,上海,2017-04-21
600592,龙溪股份,机械基件,福建,2017-04-21
600588,用友网络,软件服务,北京,2017-04-21
600587,新华医疗,医疗保健,山东,2017-04-21
600586,金晶科技,玻璃,山东,2017-04-21
600585,海螺水泥,水泥,安徽,2017-04-21
600584,长电科技,半导体,江苏,2017-04-21
600583,海油工程,石油开采,天津,2017-04-21
600582,天地科技,工程机械,北京,2017-04-21
600581,*ST八钢,普钢,新疆,2017-04-21
600580,卧龙电气,电气设备,浙江,2017-04-21
600579,天华院,化工机械,山东,2017-04-21
600578,京能电力,火力发电,北京,2017-04-21
600577,精达股份,电气设备,安徽,2017-04-21
600576,万家文化,影视音像,浙江,2017-04-21
600575,皖江物流,水运,安徽,2017-04-21
600589,广东榕泰,塑料,广东,2017-04-21
600611,大众交通,公共交通,上海,2017-04-21
600612,老凤祥,服饰,上海,2017-04-21
600613,神奇制药,中成药,上海,2017-04-21
600653,申华控股,汽车服务,上海,2017-04-21
600652,游久游戏,互联网,上海,2017-04-21
600651,飞乐音响,电器仪表,上海,2017-04-21
600650,锦江投资,公共交通,上海,2017-04-21
600649,城投控股,区域地产,上海,2017-04-21
600648,外高桥,园区开发,上海,2017-04-21
600647,同达创业,综合类,上海,2017-04-21
600644,乐山电力,水力发电,四川,2017-04-21
600642,申能股份,火力发电,上海,2017-04-21
600641,万业企业,区域地产,上海,2017-04-21
600640,号百控股,酒店餐饮,上海,2017-04-21
600639,浦东金桥,园区开发,上海,2017-04-21
600638,新黄浦,区域地产,上海,2017-04-21
600637,东方明珠,影视音像,上海,2017-04-21
600635,大众公用,供气供热,上海,2017-04-21
600633,浙报传媒,出版业,浙江,2017-04-21
600630,龙头股份,纺织,上海,2017-04-21
600614,鼎立股份,综合类,上海,2017-04-21
600615,丰华股份,小金属,上海,2017-04-21
600616,金枫酒业,红黄药酒,上海,2017-04-21
600617,国新能源,供气供热,山西,2017-04-21
600618,氯碱化工,化工原料,上海,2017-04-21
600619,海立股份,机械基件,上海,2017-04-21
600573,惠泉啤酒,啤酒,福建,2017-04-21
600620,天宸股份,综合类,上海,2017-04-21
600622,嘉宝集团,区域地产,上海,2017-04-21
600623,双钱股份,汽车配件,上海,2017-04-21
600624,复旦复华,综合类,上海,2017-04-21
600626,申达股份,纺织,上海,2017-04-21
600628,新世界,百货,上海,2017-04-21
600629,华建集团,建筑施工,上海,2017-04-21
600621,华鑫股份,全国地产,上海,2017-04-21
600658,电子城,园区开发,北京,2017-04-21
600572,康恩贝,中成药,浙江,2017-04-21
600570,恒生电子,软件服务,浙江,2017-04-21
600522,中天科技,通信设备,江苏,2017-04-21
600521,华海药业,化学制药,浙江,2017-04-21
600520,中发科技,机械基件,安徽,2017-04-21
600519,贵州茅台,白酒,贵州,2017-04-21
600518,康美药业,中成药,广东,2017-04-21
600517,置信电气,电气设备,上海,2017-04-21
600516,方大炭素,矿物制品,甘肃,2017-04-21
600515,海航基础,百货,海南,2017-04-21
600513,联环药业,化学制药,江苏,2017-04-21
600512,腾达建设,建筑施工,浙江,2017-04-21
600511,国药股份,医药商业,北京,2017-04-21
600510,黑牡丹,全国地产,江苏,2017-04-21
600509,天富能源,火力发电,新疆,2017-04-21
600508,上海能源,煤炭开采,上海,2017-04-21
600523,贵航股份,汽车配件,贵州,2017-04-21
600507,方大特钢,特种钢,江西,2017-04-21
600505,西昌电力,水力发电,四川,2017-04-21
600503,华丽家族,区域地产,上海,2017-04-21
600502,安徽水利,建筑施工,安徽,2017-04-21
600501,航天晨光,汽车配件,江苏,2017-04-21
600500,中化国际,商贸代理,上海,2017-04-21
600499,科达洁能,专用机械,广东,2017-04-21
600498,烽火通信,通信设备,湖北,2017-04-21
600497,驰宏锌锗,铅锌,云南,2017-04-21
600496,精工钢构,钢加工,安徽,2017-04-21
600495,晋西车轴,运输设备,山西,2017-04-21
600493,凤竹纺织,纺织,福建,2017-04-21
600491,龙元建设,建筑施工,浙江,2017-04-21
600489,中金黄金,黄金,北京,2017-04-21
600488,天药股份,化学制药,天津,2017-04-21
600506,香梨股份,种植业,新疆,2017-04-21
600525,长园集团,电气设备,深圳,2017-04-21
600526,菲达环保,专用机械,浙江,2017-04-21
600527,江南高纤,化纤,江苏,2017-04-21
600569,安阳钢铁,普钢,河南,2017-04-21
600568,中珠控股,区域地产,湖北,2017-04-21
600567,山鹰纸业,造纸,安徽,2017-04-21
600566,济川药业,中成药,湖北,2017-04-21
600565,迪马股份,全国地产,重庆,2017-04-21
600563,法拉电子,元器件,福建,2017-04-21
600562,国睿科技,通信设备,江苏,2017-04-21
600561,江西长运,公路,江西,2017-04-21
600560,金自天正,电气设备,北京,2017-04-21
600558,大西洋,钢加工,四川,2017-04-21
600557,康缘药业,中成药,江苏,2017-04-21
600555,海航创新,旅游景点,上海,2017-04-21
600552,方兴科技,玻璃,安徽,2017-04-21
600550,保变电气,电气设备,河北,2017-04-21
600549,厦门钨业,小金属,福建,2017-04-21
600548,深高速,路桥,深圳,2017-04-21
600546,山煤国际,煤炭开采,山西,2017-04-21
600528,中铁二局,建筑施工,四川,2017-04-21
600529,山东药玻,玻璃,山东,2017-04-21
600530,交大昂立,医疗保健,上海,2017-04-21
600531,豫光金铅,铅锌,河南,2017-04-21
600532,宏达矿业,普钢,山东,2017-04-21
600533,栖霞建设,区域地产,江苏,2017-04-21
600571,信雅达,软件服务,浙江,2017-04-21
600535,天士力,中成药,天津,2017-04-21
600537,亿晶光电,半导体,浙江,2017-04-21
600538,国发股份,农药化肥,广西,2017-04-21
600539,*ST狮头,水泥,山西,2017-04-21
600540,新赛股份,种植业,新疆,2017-04-21
600543,莫高股份,红黄药酒,甘肃,2017-04-21
600545,新疆城建,建筑施工,新疆,2017-04-21
600536,中国软件,软件服务,北京,2017-04-21
600660,福耀玻璃,汽车配件,福建,2017-04-21
600661,新南洋,文教休闲,上海,2017-04-21
600662,强生控股,公共交通,上海,2017-04-21
600780,通宝能源,火力发电,山西,2017-04-21
600779,*ST水井,白酒,四川,2017-04-21
600778,友好集团,百货,新疆,2017-04-21
600777,新潮实业,综合类,山东,2017-04-21
600776,东方通信,通信设备,浙江,2017-04-21
600775,南京熊猫,通信设备,江苏,2017-04-21
600774,汉商集团,百货,湖北,2017-04-21
600771,广誉远,中成药,青海,2017-04-21
600770,综艺股份,综合类,江苏,2017-04-21
600769,祥龙电业,火力发电,湖北,2017-04-21
600768,宁波富邦,铝,浙江,2017-04-21
600767,运盛医疗,医疗保健,上海,2017-04-21
600766,园城黄金,黄金,山东,2017-04-21
600765,中航重机,机械基件,贵州,2017-04-21
600781,辅仁药业,中成药,河南,2017-04-21
600764,中电广通,通信设备,北京,2017-04-21
600761,安徽合力,工程机械,安徽,2017-04-21
600760,中航黑豹,汽车整车,山东,2017-04-21
600759,洲际油气,石油开采,海南,2017-04-21
600758,红阳能源,供气供热,辽宁,2017-04-21
600757,长江传媒,出版业,湖北,2017-04-21
600756,浪潮软件,软件服务,山东,2017-04-21
600755,厦门国贸,商贸代理,福建,2017-04-21
600754,锦江股份,酒店餐饮,上海,2017-04-21
600753,东方银星,批发业,河南,2017-04-21
600751,天海投资,水运,天津,2017-04-21
600750,江中药业,中成药,江西,2017-04-21
600749,西藏旅游,旅游景点,西藏,2017-04-21
600748,上实发展,全国地产,上海,2017-04-21
600747,大连控股,元器件,辽宁,2017-04-21
600763,通策医疗,医疗保健,浙江,2017-04-21
600782,新钢股份,钢加工,江西,2017-04-21
600783,鲁信创投,矿物制品,山东,2017-04-21
600784,鲁银投资,普钢,山东,2017-04-21
600820,隧道股份,建筑施工,上海,2017-04-21
600819,耀皮玻璃,玻璃,上海,2017-04-21
600818,中路股份,文教休闲,上海,2017-04-21
600817,ST宏盛,半导体,上海,2017-04-21
600816,安信信托,多元金融,上海,2017-04-21
600815,厦工股份,工程机械,福建,2017-04-21
600814,杭州解百,百货,浙江,2017-04-21
600812,华北制药,化学制药,河北,2017-04-21
600811,东方集团,综合类,黑龙江,2017-04-21
600810,神马股份,化纤,河南,2017-04-21
600809,山西汾酒,白酒,山西,2017-04-21
600808,马钢股份,普钢,安徽,2017-04-21
600806,*ST昆机,机床制造,云南,2017-04-21
600805,悦达投资,综合类,江苏,2017-04-21
600804,鹏博士,电信运营,四川,2017-04-21
600803,新奥股份,农药化肥,河北,2017-04-21
600802,福建水泥,水泥,福建,2017-04-21
600785,新华百货,百货,宁夏,2017-04-21
600787,中储股份,仓储物流,天津,2017-04-21
600789,鲁抗医药,化学制药,山东,2017-04-21
600790,轻纺城,商品城,浙江,2017-04-21
600791,京能置业,全国地产,北京,2017-04-21
600792,云煤能源,焦炭加工,云南,2017-04-21
600746,江苏索普,化工原料,江苏,2017-04-21
600793,ST宜纸,造纸,四川,2017-04-21
600795,国电电力,火力发电,辽宁,2017-04-21
600796,钱江生化,农药化肥,浙江,2017-04-21
600797,浙大网新,软件服务,浙江,2017-04-21
600798,宁波海运,水运,浙江,2017-04-21
600800,天津磁卡,综合类,天津,2017-04-21
600801,华新水泥,水泥,湖北,2017-04-21
600794,保税科技,仓储物流,江苏,2017-04-21
600745,中茵股份,区域地产,湖北,2017-04-21
600744,华银电力,火力发电,湖南,2017-04-21
600743,华远地产,区域地产,北京,2017-04-21
600699,均胜电子,汽车配件,浙江,2017-04-21
600698,湖南天雁,汽车配件,湖南,2017-04-21
600697,欧亚集团,百货,吉林,2017-04-21
600695,绿庭投资,多元金融,上海,2017-04-21
600694,大商股份,百货,辽宁,2017-04-21
600693,东百集团,百货,福建,2017-04-21
600692,亚通股份,水运,上海,2017-04-21
600691,*ST阳化,农药化肥,四川,2017-04-21
600690,青岛海尔,家用电器,山东,2017-04-21
600689,上海三毛,纺织,上海,2017-04-21
600688,上海石化,石油加工,上海,2017-04-21
600687,刚泰控股,综合类,甘肃,2017-04-21
600686,金龙汽车,汽车整车,福建,2017-04-21
600685,中船防务,船舶,广东,2017-04-21
600684,珠江实业,全国地产,广东,2017-04-21
600683,京投银泰,区域地产,浙江,2017-04-21
600682,南京新百,百货,江苏,2017-04-21
600663,陆家嘴,园区开发,上海,2017-04-21
600664,哈药股份,化学制药,黑龙江,2017-04-21
600665,天地源,全国地产,上海,2017-04-21
600666,奥瑞德,元器件,重庆,2017-04-21
600667,太极实业,半导体,江苏,2017-04-21
600668,尖峰集团,水泥,浙江,2017-04-21
600701,工大高新,综合类,黑龙江,2017-04-21
600674,川投能源,火力发电,四川,2017-04-21
600676,交运股份,公共交通,上海,2017-04-21
600677,航天通信,通信设备,浙江,2017-04-21
600678,四川金顶,水泥,四川,2017-04-21
600679,上海凤凰,文教休闲,上海,2017-04-21
600680,上海普天,通信设备,上海,2017-04-21
600681,万鸿集团,装修装饰,湖北,2017-04-21
600675,*ST中企,区域地产,上海,2017-04-21
600486,扬农化工,农药化肥,江苏,2017-04-21
600702,沱牌舍得,白酒,四川,2017-04-21
600704,物产中大,商贸代理,浙江,2017-04-21
600742,一汽富维,汽车配件,吉林,2017-04-21
600741,华域汽车,汽车配件,上海,2017-04-21
600740,山西焦化,焦炭加工,山西,2017-04-21
600739,辽宁成大,商贸代理,辽宁,2017-04-21
600738,兰州民百,百货,甘肃,2017-04-21
600737,中粮屯河,食品,新疆,2017-04-21
600736,苏州高新,园区开发,江苏,2017-04-21
600731,湖南海利,农药化肥,湖南,2017-04-21
600730,中国高科,综合类,北京,2017-04-21
600729,重庆百货,百货,重庆,2017-04-21
600728,佳都科技,软件服务,广东,2017-04-21
600727,鲁北化工,农药化肥,山东,2017-04-21
600726,华电能源,火力发电,黑龙江,2017-04-21
600724,宁波富达,区域地产,浙江,2017-04-21
600723,首商股份,百货,北京,2017-04-21
600722,金牛化工,化工原料,河北,2017-04-21
600721,*ST百花,焦炭加工,新疆,2017-04-21
600705,中航资本,多元金融,黑龙江,2017-04-21
600706,曲江文旅,旅游服务,陕西,2017-04-21
600707,彩虹股份,元器件,陕西,2017-04-21
600708,光明地产,全国地产,上海,2017-04-21
600711,盛屯矿业,小金属,福建,2017-04-21
600712,南宁百货,百货,广西,2017-04-21
600703,三安光电,半导体,湖北,2017-04-21
600713,南京医药,医药商业,江苏,2017-04-21
600715,松辽汽车,汽车配件,辽宁,2017-04-21
600716,凤凰股份,区域地产,江苏,2017-04-21
600717,天津港,港口,天津,2017-04-21
600718,东软集团,软件服务,辽宁,2017-04-21
600719,大连热电,供气供热,辽宁,2017-04-21
600720,祁连山,水泥,甘肃,2017-04-21
600714,金瑞矿业,煤炭开采,青海,2017-04-21
300401,花园生物,食品,浙江,2017-04-21
1,平安银行,银行,深圳,2017-04-21
300399,京天利,互联网,北京,2017-04-21
959,首钢股份,普钢,北京,2017-04-21
960,锡业股份,小金属,云南,2017-04-21
961,中南建设,建筑施工,江苏,2017-04-21
962,东方钽业,小金属,宁夏,2017-04-21
963,华东医药,化学制药,浙江,2017-04-21
965,天保基建,区域地产,天津,2017-04-21
958,东方能源,火力发电,河北,2017-04-21
966,长源电力,火力发电,湖北,2017-04-21
968,*ST煤气,煤炭开采,山西,2017-04-21
969,安泰科技,钢加工,北京,2017-04-21
970,中科三环,元器件,北京,2017-04-21
971,高升控股,互联网,湖北,2017-04-21
972,新中基,食品,新疆,2017-04-21
973,佛塑科技,塑料,广东,2017-04-21
967,盈峰环境,电气设备,浙江,2017-04-21
957,中通客车,汽车整车,山东,2017-04-21
955,欣龙控股,纺织,海南,2017-04-21
952,广济药业,化学制药,湖北,2017-04-21
927,*ST夏利,汽车整车,天津,2017-04-21
928,中钢国际,建筑施工,吉林,2017-04-21
929,兰州黄河,啤酒,甘肃,2017-04-21
930,中粮生化,食品,安徽,2017-04-21
931,中 关 村,区域地产,北京,2017-04-21
932,华菱钢铁,普钢,湖南,2017-04-21
933,神火股份,煤炭开采,河南,2017-04-21
936,华西股份,化纤,江苏,2017-04-21
937,冀中能源,煤炭开采,河北,2017-04-21
938,紫光股份,软件服务,北京,2017-04-21
939,凯迪生态,火力发电,湖北,2017-04-21
948,南天信息,软件服务,云南,2017-04-21
949,新乡化纤,化纤,河南,2017-04-21
950,建峰化工,农药化肥,重庆,2017-04-21
951,中国重汽,汽车整车,山东,2017-04-21
975,银泰资源,铅锌,内蒙,2017-04-21
926,福星股份,区域地产,湖北,2017-04-21
976,春晖股份,化纤,广东,2017-04-21
978,桂林旅游,旅游景点,广西,2017-04-21
2064,华峰氨纶,化纤,浙江,2017-04-21
2065,东华软件,软件服务,北京,2017-04-21
2066,瑞泰科技,其他建材,北京,2017-04-21
2067,景兴纸业,造纸,浙江,2017-04-21
2068,黑猫股份,化工原料,江西,2017-04-21
2069,獐 子 岛,渔业,辽宁,2017-04-21
2003,伟星股份,服饰,浙江,2017-04-21
2070,众和股份,纺织,福建,2017-04-21
2072,凯瑞德,纺织,山东,2017-04-21
2073,软控股份,软件服务,山东,2017-04-21
2074,国轩高科,电气设备,江苏,2017-04-21
2077,大港股份,区域地产,江苏,2017-04-21
2078,太阳纸业,造纸,山东,2017-04-21
2152,广电运通,电脑设备,广东,2017-04-21
2071,长城影视,影视音像,江苏,2017-04-21
2002,鸿达兴业,化工原料,江苏,2017-04-21
2001,新 和 成,化学制药,浙江,2017-04-21
1979,招商蛇口,全国地产,深圳,2017-04-21
980,金马股份,汽车配件,安徽,2017-04-21
983,西山煤电,煤炭开采,山西,2017-04-21
985,大庆华科,化工原料,黑龙江,2017-04-21
987,广州友谊,百货,广东,2017-04-21
988,华工科技,电器仪表,湖北,2017-04-21
989,九 芝 堂,中成药,湖南,2017-04-21
990,诚志股份,化工原料,江西,2017-04-21
993,闽东电力,水力发电,福建,2017-04-21
995,*ST皇台,白酒,甘肃,2017-04-21
996,中国中期,公路,北京,2017-04-21
997,新 大 陆,软件服务,福建,2017-04-21
998,隆平高科,种植业,湖南,2017-04-21
999,华润三九,中成药,深圳,2017-04-21
1696,宗申动力,摩托车,重庆,2017-04-21
1896,豫能控股,火力发电,河南,2017-04-21
977,浪潮信息,电脑设备,山东,2017-04-21
2153,石基信息,软件服务,北京,2017-04-21
925,众合科技,专用机械,浙江,2017-04-21
921,海信科龙,家用电器,广东,2017-04-21
836,鑫茂科技,软件服务,天津,2017-04-21
837,秦川机床,机床制造,陕西,2017-04-21
838,财信发展,区域地产,北京,2017-04-21
839,中信国安,综合类,北京,2017-04-21
848,承德露露,软饮料,河北,2017-04-21
850,华茂股份,纺织,安徽,2017-04-21
835,长城动漫,影视音像,四川,2017-04-21
851,高鸿股份,软件服务,贵州,2017-04-21
858,五 粮 液,白酒,四川,2017-04-21
