code,name,industry,area
300053,欧比特,半导体,广东
300054,鼎龙股份,化工原料,湖北
300055,万邦达,环境保护,北京
300056,三维丝,环境保护,福建
300057,万顺股份,广告包装,广东
300058,蓝色光标,广告包装,北京
300059,东方财富,互联网,上海
300061,康旗股份,医疗保健,上海
300062,中能电气,电气设备,福建
300063,天龙集团,染料涂料,广东
300064,豫金刚石,矿物制品,河南
300065,海兰信,软件服务,北京
300066,三川智慧,电器仪表,江西
300067,安诺其,染料涂料,上海
300068,南都电源,电气设备,浙江
300069,金利华电,电气设备,浙江
300070,碧水源,环境保护,北京
300071,华谊嘉信,广告包装,北京
300072,三聚环保,环境保护,北京
300073,当升科技,矿物制品,北京
300074,华平股份,通信设备,上海
300075,数字政通,软件服务,北京
300076,GQY视讯,电脑设备,浙江
300077,国民技术,半导体,深圳
300078,思创医惠,元器件,浙江
300079,数码科技,通信设备,北京
300080,易成新能,半导体,河南
300081,恒信东方,通信设备,河北
300082,奥克股份,化工原料,辽宁
300083,劲胜智能,元器件,广东
300084,海默科技,石油开采,甘肃
300085,银之杰,软件服务,深圳
300086,康芝药业,化学制药,海南
300087,荃银高科,种植业,安徽
300088,长信科技,元器件,安徽
300089,文化长城,陶瓷,广东
300090,盛运环保,环境保护,安徽
300091,金通灵,机械基件,江苏
300092,科新机电,专用机械,四川
300093,金刚玻璃,玻璃,广东
300094,国联水产,渔业,广东
300095,华伍股份,机械基件,江西
300096,易联众,软件服务,福建
300097,智云股份,电器仪表,辽宁
300098,高新兴,通信设备,广东
300099,精准信息,电器仪表,山东
300100,双林股份,汽车服务,浙江
300101,振芯科技,通信设备,四川
300102,乾照光电,半导体,福建
300103,达刚路机,工程机械,陕西
300104,乐视网,互联网,北京
300105,龙源技术,电器仪表,山东
300106,西部牧业,农业综合,新疆
300107,建新股份,化工原料,河北
300108,吉药控股,中成药,吉林
300109,新开源,化工原料,河南
300110,华仁药业,化学制药,山东
300111,向日葵,半导体,浙江
300112,万讯自控,电器仪表,深圳
300113,顺网科技,互联网,浙江
300114,中航电测,元器件,陕西
300115,长盈精密,元器件,深圳
300116,坚瑞沃能,专用机械,陕西
300117,嘉寓股份,装修装饰,北京
300118,东方日升,半导体,浙江
300119,瑞普生物,生物制药,天津
300120,经纬电材,电气设备,天津
300121,阳谷华泰,化工原料,山东
300122,智飞生物,生物制药,重庆
300123,太阳鸟,船舶,湖南
300124,汇川技术,电器仪表,深圳
300125,易世达,电气设备,辽宁
300126,锐奇股份,轻工机械,上海
300127,银河磁体,元器件,四川
300128,锦富技术,元器件,江苏
300129,泰胜风能,电气设备,上海
300130,新国都,电脑设备,深圳
300131,英唐智控,元器件,深圳
300132,青松股份,化工原料,福建
300133,华策影视,影视音像,浙江
300134,大富科技,通信设备,深圳
300135,宝利国际,化工原料,江苏
300136,信维通信,通信设备,深圳
300137,先河环保,环境保护,河北
300138,晨光生物,食品,河北
300139,晓程科技,元器件,北京
300140,中环装备,电气设备,陕西
300141,和顺电气,电气设备,江苏
300142,沃森生物,生物制药,云南
300143,星普医科,医疗保健,广东
300144,宋城演艺,旅游景点,浙江
300145,中金环境,专用机械,浙江
300146,汤臣倍健,食品,广东
300147,香雪制药,中成药,广东
300148,天舟文化,出版业,湖南
300149,量子高科,食品,广东
300150,世纪瑞尔,软件服务,北京
300151,昌红科技,机械基件,深圳
300152,科融环境,环境保护,江苏
300153,科泰电源,电气设备,上海
300154,瑞凌股份,元器件,深圳
300155,安居宝,元器件,广东
300156,神雾环保,环境保护,北京
300157,恒泰艾普,石油开采,北京
300158,振东制药,中成药,山西
300159,新研股份,农用机械,新疆
300160,秀强股份,玻璃,江苏
300161,华中数控,机床制造,湖北
300162,雷曼股份,元器件,深圳
300163,先锋新材,其他建材,浙江
300164,通源石油,石油开采,陕西
300165,天瑞仪器,电器仪表,江苏
300166,东方国信,软件服务,北京
300167,迪威视讯,通信设备,深圳
300168,万达信息,软件服务,上海
300169,天晟新材,塑料,江苏
300170,汉得信息,软件服务,上海
300171,东富龙,医疗保健,上海
300172,中电环保,环境保护,江苏
300173,智慧松德,轻工机械,广东
300174,元力股份,化工原料,福建
300175,朗源股份,食品,山东
300176,鸿特精密,汽车配件,广东
300177,中海达,通信设备,广东
300178,腾邦国际,旅游服务,深圳
300179,四方达,矿物制品,河南
300180,华峰超纤,化纤,上海
300181,佐力药业,中成药,浙江
