code,name,industry,area
002741,光华科技,化工原料,广东
002742,三圣股份,其他建材,重庆
002743,富煌钢构,钢加工,安徽
002745,木林森,半导体,广东
002746,仙坛股份,农业综合,山东
002747,埃斯顿,机械基件,江苏
002748,世龙实业,化工原料,江西
002749,国光股份,农药化肥,四川
002750,龙津药业,中成药,云南
002751,易尚展示,家居用品,深圳
002752,昇兴股份,广告包装,福建
002753,永东股份,化工原料,山西
002755,东方新星,建筑施工,北京
002756,永兴特钢,特种钢,浙江
002757,南兴装备,家居用品,广东
002758,华通医药,医药商业,浙江
002759,天际股份,家用电器,广东
002760,凤形股份,机械基件,安徽
002761,多喜爱,纺织,湖南
002762,金发拉比,服饰,广东
002763,汇洁股份,服饰,深圳
002765,蓝黛传动,汽车配件,重庆
002766,索菱股份,汽车配件,深圳
002767,先锋电子,电器仪表,浙江
002768,国恩股份,塑料,山东
002769,普路通,仓储物流,深圳
002770,科迪乳业,乳制品,河南
002771,真视通,软件服务,北京
002772,众兴菌业,种植业,甘肃
002773,康弘药业,中成药,四川
002774,快意电梯,运输设备,广东
002775,文科园林,建筑施工,深圳
002776,柏堡龙,服饰,广东
002777,久远银海,软件服务,四川
002778,高科石化,石油加工,江苏
002779,中坚科技,农用机械,浙江
002780,三夫户外,其他商业,北京
002781,奇信股份,装修装饰,深圳
002782,可立克,电气设备,深圳
002783,凯龙股份,化工原料,湖北
002785,万里石,其他建材,福建
002786,银宝山新,专用机械,深圳
002787,华源控股,广告包装,江苏
002788,鹭燕医药,医药商业,福建
002789,建艺集团,装修装饰,深圳
002790,瑞尔特,家居用品,福建
002791,坚朗五金,其他建材,广东
002792,通宇通讯,通信设备,广东
002793,东音股份,专用机械,浙江
002795,永和智控,机械基件,浙江
002796,世嘉科技,专用机械,江苏
002797,第一创业,证券,深圳
002798,帝王洁具,家居用品,四川
002799,环球印务,广告包装,陕西
002800,天顺股份,仓储物流,新疆
002801,微光股份,电气设备,浙江
002802,洪汇新材,化工原料,江苏
002803,吉宏股份,广告包装,福建
002805,丰元股份,化工原料,山东
002806,华锋股份,元器件,广东
002807,江阴银行,银行,江苏
002808,苏州恒久,元器件,江苏
002809,红墙股份,化工原料,广东
002810,山东赫达,化工原料,山东
002811,亚泰国际,装修装饰,深圳
002812,创新股份,广告包装,云南
002813,路畅科技,汽车配件,深圳
002815,崇达技术,半导体,深圳
002816,和科达,专用机械,深圳
002817,黄山胶囊,化学制药,安徽
002818,富森美,房产服务,四川
002819,东方中科,电器仪表,北京
002820,桂发祥,食品,天津
002821,凯莱英,生物制药,天津
002822,中装建设,装修装饰,深圳
002823,凯中精密,机械基件,深圳
002824,和胜股份,铝,广东
002825,纳尔股份,化工原料,上海
002826,易明医药,中成药,西藏
002827,高争民爆,化工原料,西藏
002828,贝肯能源,石油开采,新疆
002829,星网宇达,通信设备,北京
002830,名雕股份,装修装饰,深圳
002831,裕同科技,广告包装,深圳
002832,比音勒芬,服饰,广东
002833,弘亚数控,专用机械,广东
002835,同为股份,元器件,深圳
002836,新宏泽,广告包装,广东
002837,英维克,专用机械,深圳
002838,道恩股份,塑料,山东
002839,张家港行,银行,江苏
002840,华统股份,食品,浙江
002841,视源股份,元器件,广东
002842,翔鹭钨业,小金属,广东
002843,泰嘉股份,钢加工,湖南
002845,同兴达,元器件,深圳
002846,英联股份,广告包装,广东
002847,盐津铺子,食品,湖南
002848,高斯贝尔,通信设备,湖南
002849,威星智能,电器仪表,浙江
002850,科达利,机械基件,深圳
002851,麦格米特,电气设备,深圳
002852,道道全,食品,湖南
002853,皮阿诺,家居用品,广东
002855,捷荣技术,塑料,广东
002856,美芝股份,装修装饰,深圳
002857,三晖电气,电器仪表,河南
002858,力盛赛车,文教休闲,上海
002859,洁美科技,元器件,浙江
002860,星帅尔,电气设备,浙江
002861,瀛通通讯,通信设备,湖北
002862,实丰文化,文教休闲,广东
002863,今飞凯达,汽车配件,浙江
002865,钧达股份,汽车配件,海南
002866,传艺科技,电脑设备,江苏
002867,周大生,服饰,深圳
002868,绿康生化,农业综合,福建
002869,金溢科技,通信设备,深圳
002870,香山股份,电器仪表,广东
002871,伟隆股份,机械基件,山东
002872,天圣制药,化学制药,重庆
002873,新天药业,中成药,贵州
002875,安奈儿,服饰,深圳
002876,三利谱,元器件,深圳
002877,智能自控,电器仪表,江苏
002878,元隆雅图,文教休闲,北京
002879,长缆科技,电气设备,湖南
002880,卫光生物,生物制药,深圳
002881,美格智能,通信设备,深圳
002882,金龙羽,电气设备,深圳
002883,中设股份,建筑施工,江苏
002884,凌霄泵业,专用机械,广东
002885,京泉华,元器件,深圳
002886,沃特股份,塑料,深圳
002887,绿茵生态,建筑施工,天津
002888,惠威科技,元器件,广东
002889,东方嘉盛,仓储物流,深圳
002890,弘宇股份,专用机械,山东
002891,中宠股份,饲料,山东
002892,科力尔,电气设备,湖南
002893,华通热力,供气供热,北京
002895,川恒股份,化工原料,贵州
002896,中大力德,机械基件,浙江
002897,意华股份,元器件,浙江
002898,赛隆药业,化学制药,广东
002899,英派斯,文教休闲,山东
002900,哈三联,化学制药,黑龙江
002901,大博医疗,医疗保健,福建
300001,特锐德,电气设备,山东
300002,神州泰岳,软件服务,北京
300003,乐普医疗,医疗保健,北京
300004,南风股份,电气设备,广东
300005,探路者,服饰,北京
300006,莱美药业,化学制药,重庆
300007,汉威科技,电器仪表,河南
300008,天海防务,船舶,上海
300009,安科生物,生物制药,安徽
300010,立思辰,软件服务,北京
300011,鼎汉技术,运输设备,北京
300012,华测检测,电器仪表,深圳
300013,新宁物流,仓储物流,江苏
300014,亿纬锂能,元器件,广东
300015,爱尔眼科,医疗保健,湖南
300016,北陆药业,中成药,北京
300017,网宿科技,电信运营,上海
300018,中元股份,电气设备,湖北
300019,硅宝科技,化工原料,四川
300020,银江股份,软件服务,浙江
300021,大禹节水,农业综合,甘肃
300022,吉峰农机,其他商业,四川
300023,宝德股份,专用机械,陕西
300024,机器人,专用机械,辽宁
300025,华星创业,通信设备,浙江
300026,红日药业,中成药,天津
300027,华谊兄弟,影视音像,浙江
300028,金亚科技,通信设备,四川
300029,天龙光电,专用机械,江苏
300030,阳普医疗,医疗保健,广东
300031,宝通科技,互联网,江苏
300032,金龙机电,元器件,浙江
300033,同花顺,软件服务,浙江
300034,钢研高纳,小金属,北京
300035,中科电气,工程机械,湖南
300036,超图软件,软件服务,北京
300037,新宙邦,化工原料,深圳
300038,梅泰诺,通信设备,北京
300039,上海凯宝,中成药,上海
300040,九洲电气,电气设备,黑龙江
300041,回天新材,化工原料,湖北
300042,朗科科技,电脑设备,深圳
300043,星辉娱乐,文教休闲,广东
300044,赛为智能,软件服务,深圳
300045,华力创通,电脑设备,北京
300046,台基股份,半导体,湖北
300047,天源迪科,软件服务,深圳
300048,合康新能,电气设备,北京
300049,福瑞股份,中成药,内蒙
300050,世纪鼎利,软件服务,广东
300051,三五互联,互联网,福建
300052,中青宝,互联网,深圳
