code,name,industry,area
002136,安 纳 达,化工原料,安徽
002137,麦达数字,元器件,深圳
002138,顺络电子,元器件,深圳
002139,拓邦股份,元器件,深圳
002140,东华科技,建筑施工,安徽
002141,贤丰控股,元器件,广东
002142,宁波银行,银行,浙江
002143,印纪传媒,影视音像,四川
002144,宏达高科,纺织,浙江
002145,中核钛白,化工原料,甘肃
002146,荣盛发展,全国地产,河北
002147,新光圆成,区域地产,安徽
002148,北纬科技,互联网,北京
002149,西部材料,小金属,陕西
002150,通润装备,机械基件,江苏
002151,北斗星通,通信设备,北京
002152,广电运通,电脑设备,广东
002153,石基信息,软件服务,北京
002154,报 喜 鸟,服饰,浙江
002155,湖南黄金,黄金,湖南
002156,通富微电,半导体,江苏
002157,正邦科技,饲料,江西
002158,汉钟精机,工程机械,上海
002159,三特索道,旅游景点,湖北
002160,常铝股份,铝,江苏
002161,远 望 谷,通信设备,深圳
002162,悦心健康,医疗保健,上海
002163,中航三鑫,装修装饰,深圳
002164,宁波东力,电气设备,浙江
002165,红 宝 丽,化工原料,江苏
002166,莱茵生物,中成药,广西
002167,东方锆业,小金属,广东
002168,深圳惠程,电气设备,深圳
002169,智光电气,电气设备,广东
002170,芭田股份,农药化肥,深圳
002171,楚江新材,铜,安徽
002172,澳洋科技,化纤,江苏
002173,创新医疗,医疗保健,浙江
002174,游族网络,互联网,福建
002175,东方网络,电器仪表,广西
002176,江特电机,电气设备,江西
002177,御银股份,电脑设备,广东
002178,延华智能,建筑施工,上海
002179,中航光电,元器件,河南
002180,纳思达,电脑设备,广东
002181,粤 传 媒,出版业,广东
002182,云海金属,小金属,江苏
002183,怡 亚 通,仓储物流,深圳
002184,海得控制,软件服务,上海
002185,华天科技,半导体,甘肃
002186,全 聚 德,酒店餐饮,北京
002187,广百股份,百货,广东
002188,巴士在线,广告包装,浙江
002189,利达光电,元器件,河南
002190,成飞集成,汽车配件,四川
002191,劲嘉股份,广告包装,深圳
002192,融捷股份,专用机械,广东
002193,如意集团,纺织,山东
002194,武汉凡谷,通信设备,湖北
002195,二三四五,软件服务,上海
002196,方正电机,纺织机械,浙江
002197,证通电子,电器仪表,深圳
002198,嘉应制药,中成药,广东
002199,东晶电子,元器件,浙江
002200,云投生态,环境保护,云南
002201,九鼎新材,玻璃,江苏
002202,金风科技,电气设备,新疆
002203,海亮股份,铜,浙江
002204,大连重工,专用机械,辽宁
002205,国统股份,其他建材,新疆
002206,海 利 得,化纤,浙江
002207,*ST准油,石油开采,新疆
002208,合肥城建,区域地产,安徽
002209,达 意 隆,轻工机械,广东
002210,飞马国际,仓储物流,深圳
002211,宏达新材,橡胶,江苏
002212,南洋股份,电气设备,广东
002213,特 尔 佳,汽车配件,深圳
002214,大立科技,电器仪表,浙江
002215,诺 普 信,农药化肥,深圳
002216,三全食品,食品,河南
002217,合力泰,元器件,山东
002218,拓日新能,半导体,深圳
002219,恒康医疗,中成药,甘肃
002220,天宝食品,食品,辽宁
002221,东华能源,石油贸易,江苏
002222,福晶科技,元器件,福建
002223,鱼跃医疗,医疗保健,江苏
002224,三 力 士,橡胶,浙江
002225,濮耐股份,其他建材,河南
002226,江南化工,化工原料,安徽
002227,奥 特 迅,电气设备,深圳
002228,合兴包装,广告包装,福建
002229,鸿博股份,广告包装,福建
002230,科大讯飞,软件服务,安徽
002231,奥维通信,通信设备,辽宁
002232,启明信息,软件服务,吉林
002233,塔牌集团,水泥,广东
002234,民和股份,农业综合,山东
002235,安妮股份,造纸,福建
002236,大华股份,电器仪表,浙江
002237,恒邦股份,黄金,山东
002238,天威视讯,影视音像,深圳
002239,奥特佳,汽车配件,江苏
002240,威华股份,家居用品,广东
002241,歌尔股份,元器件,山东
002242,九阳股份,家用电器,山东
002243,通产丽星,塑料,深圳
002244,滨江集团,区域地产,浙江
002245,澳洋顺昌,仓储物流,江苏
002246,北化股份,化工原料,四川
002247,帝龙文化,装修装饰,浙江
002248,*ST东数,机床制造,山东
002249,大洋电机,电气设备,广东
002250,联化科技,化工原料,浙江
002251,步 步 高,超市连锁,湖南
002252,上海莱士,生物制药,上海
002253,川大智胜,软件服务,四川
002254,泰和新材,化纤,山东
002255,海陆重工,专用机械,江苏
002256,兆新股份,染料涂料,深圳
002258,利尔化学,农药化肥,四川
002259,升达林业,家居用品,四川
002260,德奥通航,航空,广东
002261,拓维信息,互联网,湖南
002262,恩华药业,化学制药,江苏
002263,大 东 南,塑料,浙江
002264,新 华 都,超市连锁,福建
002265,西仪股份,汽车配件,云南
002266,浙富控股,电气设备,浙江
002267,陕天然气,供气供热,陕西
002268,卫 士 通,软件服务,四川
002269,美邦服饰,服饰,上海
002270,华明装备,电气设备,山东
002271,东方雨虹,其他建材,北京
002272,川润股份,机械基件,四川
