code,name,industry,area
002538,司尔特,农药化肥,安徽
002539,云图控股,农药化肥,四川
002540,亚太科技,铝,江苏
002541,鸿路钢构,钢加工,安徽
002542,中化岩土,建筑施工,北京
002543,万和电气,家用电器,广东
002544,杰赛科技,软件服务,广东
002545,东方铁塔,钢加工,山东
002546,新联电子,电气设备,江苏
002547,春兴精工,通信设备,江苏
002548,金新农,饲料,深圳
002549,凯美特气,环境保护,湖南
002550,千红制药,生物制药,江苏
002551,尚荣医疗,医疗保健,深圳
002552,宝鼎科技,机械基件,浙江
002553,南方轴承,汽车配件,江苏
002554,惠博普,石油开采,北京
002555,三七互娱,互联网,安徽
002556,辉隆股份,其他商业,安徽
002557,洽洽食品,食品,安徽
002558,巨人网络,互联网,重庆
002559,亚威股份,机床制造,江苏
002560,通达股份,电气设备,河南
002561,徐家汇,百货,上海
002562,兄弟科技,化工原料,浙江
002563,森马服饰,服饰,浙江
002564,天沃科技,化工机械,江苏
002565,顺灏股份,造纸,上海
002566,益盛药业,中成药,吉林
002567,唐人神,饲料,湖南
002568,百润股份,红黄药酒,上海
002569,步森股份,服饰,浙江
002570,贝因美,乳制品,浙江
002571,*ST德力,玻璃,安徽
002572,索菲亚,家居用品,广东
002573,清新环境,环境保护,北京
002574,明牌珠宝,服饰,浙江
002575,群兴玩具,文教休闲,广东
002576,通达动力,电气设备,江苏
002577,雷柏科技,电脑设备,深圳
002578,闽发铝业,铝,福建
002579,中京电子,元器件,广东
002580,圣阳股份,电气设备,山东
002581,未名医药,生物制药,山东
002582,好想你,食品,河南
002583,海能达,通信设备,深圳
002584,西陇科学,化工原料,广东
002585,双星新材,塑料,江苏
002586,围海股份,建筑施工,浙江
002587,奥拓电子,元器件,深圳
002588,史丹利,农药化肥,山东
002589,瑞康医药,医药商业,山东
002590,万安科技,汽车配件,浙江
002591,恒大高新,化工原料,江西
002592,八菱科技,汽车配件,广西
002593,日上集团,汽车配件,福建
002594,比亚迪,汽车整车,深圳
002595,豪迈科技,专用机械,山东
002596,海南瑞泽,其他建材,海南
002597,金禾实业,化工原料,安徽
002598,山东章鼓,机械基件,山东
002599,盛通股份,广告包装,北京
002600,江粉磁材,元器件,广东
002601,龙蟒佰利,化工原料,河南
002602,世纪华通,汽车配件,浙江
002603,以岭药业,中成药,河北
002604,龙力生物,食品,山东
002605,姚记扑克,文教休闲,上海
002606,大连电瓷,电气设备,辽宁
002607,亚夏汽车,汽车服务,安徽
002608,江苏国信,火力发电,江苏
002609,捷顺科技,软件服务,深圳
002610,爱康科技,电气设备,江苏
002611,东方精工,轻工机械,广东
002612,朗姿股份,服饰,北京
002613,北玻股份,专用机械,河南
002614,奥佳华,医疗保健,福建
002615,哈尔斯,家居用品,浙江
002616,长青集团,环境保护,广东
002617,露笑科技,电气设备,浙江
002618,丹邦科技,元器件,深圳
002619,艾格拉斯,互联网,浙江
002620,瑞和股份,装修装饰,深圳
002621,三垒股份,专用机械,辽宁
002622,融钰集团,电气设备,吉林
002623,亚玛顿,玻璃,江苏
002624,完美世界,影视音像,浙江
002625,光启技术,汽车配件,浙江
002626,金达威,食品,福建
002627,宜昌交运,公路,湖北
002628,成都路桥,建筑施工,四川
002629,仁智股份,石油开采,浙江
002630,华西能源,专用机械,四川
002631,德尔未来,家居用品,江苏
002632,道明光学,化工原料,浙江
002633,申科股份,机械基件,浙江
002634,棒杰股份,服饰,浙江
002635,安洁科技,电脑设备,江苏
002636,金安国纪,元器件,上海
002637,赞宇科技,日用化工,浙江
002638,勤上股份,半导体,广东
002639,雪人股份,专用机械,福建
002640,跨境通,服饰,山西
002641,永高股份,塑料,浙江
002642,荣之联,软件服务,北京
002643,万润股份,化工原料,山东
002644,佛慈制药,中成药,甘肃
002645,华宏科技,专用机械,江苏
002646,青青稞酒,白酒,青海
002647,民盛金科,电气设备,浙江
002648,卫星石化,化工原料,浙江
002649,博彦科技,软件服务,北京
002650,加加食品,食品,湖南
002651,利君股份,专用机械,四川
002652,扬子新材,其他建材,江苏
002653,海思科,化学制药,西藏
002654,万润科技,半导体,深圳
002655,共达电声,元器件,山东
002656,摩登大道,服饰,广东
002657,中科金财,软件服务,北京
002658,雪迪龙,环境保护,北京
002659,中泰桥梁,建筑施工,江苏
002660,茂硕电源,电气设备,深圳
002661,克明面业,食品,湖南
002662,京威股份,汽车配件,北京
002663,普邦股份,建筑施工,广东
002664,信质电机,汽车配件,浙江
002665,首航节能,电气设备,北京
002666,德联集团,化工原料,广东
002667,鞍重股份,工程机械,辽宁
002668,奥马电器,家用电器,广东
002669,康达新材,化工原料,上海
002670,国盛金控,证券,广东
002671,龙泉股份,其他建材,山东
002672,东江环保,环境保护,广东
002673,西部证券,证券,陕西
002674,兴业科技,纺织,福建
002675,东诚药业,化学制药,山东
002676,顺威股份,塑料,广东
002677,浙江美大,家用电器,浙江
002678,珠江钢琴,文教休闲,广东
002679,福建金森,林业,福建
002680,长生生物,生物制药,江苏
002681,奋达科技,家用电器,深圳
002682,龙洲股份,公路,福建
002683,宏大爆破,化工原料,广东
002684,猛狮科技,电气设备,广东
002685,华东重机,工程机械,江苏
002686,亿利达,专用机械,浙江
002687,乔治白,服饰,浙江
002688,金河生物,化学制药,内蒙
002689,远大智能,运输设备,辽宁
002690,美亚光电,专用机械,安徽
002691,冀凯股份,专用机械,河北
002692,睿康股份,电气设备,江苏
002693,双成药业,化学制药,海南
002694,顾地科技,塑料,湖北
002695,煌上煌,食品,江西
002696,百洋股份,渔业,广西
002697,红旗连锁,超市连锁,四川
002698,博实股份,化工机械,黑龙江
002699,美盛文化,服饰,浙江
002700,新疆浩源,供气供热,新疆
002701,奥瑞金,广告包装,北京
002702,海欣食品,食品,福建
002703,浙江世宝,汽车配件,浙江
002705,新宝股份,家用电器,广东
002706,良信电器,电气设备,上海
002707,众信旅游,旅游服务,北京
002708,光洋股份,汽车配件,江苏
002709,天赐材料,化工原料,广东
002711,欧浦智网,仓储物流,广东
002712,思美传媒,广告包装,浙江
002713,东易日盛,装修装饰,北京
002714,牧原股份,农业综合,河南
002715,登云股份,汽车配件,广东
002716,金贵银业,小金属,湖南
002717,岭南园林,建筑施工,广东
002718,友邦吊顶,家居用品,浙江
002719,麦趣尔,乳制品,新疆
002721,金一文化,服饰,北京
002722,金轮股份,纺织机械,江苏
002723,金莱特,家用电器,广东
002724,海洋王,半导体,深圳
002725,跃岭股份,汽车配件,浙江
002726,龙大肉食,食品,山东
002727,一心堂,医药商业,云南
002728,特一药业,中成药,广东
002729,好利来,元器件,福建
002730,电光科技,电气设备,浙江
002731,萃华珠宝,服饰,辽宁
002732,燕塘乳业,乳制品,广东
002733,雄韬股份,电气设备,深圳
002734,利民股份,农药化肥,江苏
002735,王子新材,塑料,深圳
002736,国信证券,证券,深圳
002737,葵花药业,中成药,黑龙江
002738,中矿资源,建筑施工,北京
002739,万达电影,影视音像,北京
002740,爱迪尔,服饰,深圳
