code,name,industry,area
600203,福日电子,元器件,福建
600206,有研新材,半导体,北京
600207,安彩高科,元器件,河南
600208,新湖中宝,全国地产,浙江
600209,罗顿发展,综合类,海南
600210,紫江企业,广告包装,上海
600211,西藏药业,中成药,西藏
600212,江泉实业,综合类,山东
600213,亚星客车,汽车整车,江苏
600215,长春经开,园区开发,吉林
600216,浙江医药,化学制药,浙江
600217,中再资环,环境保护,陕西
600218,全柴动力,农用机械,安徽
600219,南山铝业,铝,山东
600220,江苏阳光,纺织,江苏
600221,海航控股,空运,海南
600222,太龙药业,中成药,河南
600223,鲁商置业,区域地产,山东
600225,*ST松江,区域地产,天津
600226,瀚叶股份,农药化肥,浙江
600227,赤天化,农药化肥,贵州
600228,*ST昌九,化工原料,江西
600229,城市传媒,出版业,山东
600230,沧州大化,农药化肥,河北
600231,凌钢股份,普钢,辽宁
600232,金鹰股份,纺织,浙江
600233,圆通速递,仓储物流,辽宁
600234,ST山水,文教休闲,山西
600235,民丰特纸,造纸,浙江
600236,桂冠电力,水力发电,广西
600237,铜峰电子,元器件,安徽
600238,海南椰岛,红黄药酒,海南
600239,云南城投,区域地产,云南
600240,华业资本,全国地产,北京
600241,时代万恒,商贸代理,辽宁
600242,中昌数据,水运,广东
600243,青海华鼎,机床制造,青海
600246,万通地产,区域地产,北京
600247,ST成城,商贸代理,吉林
600248,延长化建,建筑施工,陕西
600249,两面针,日用化工,广西
600250,南纺股份,商贸代理,江苏
600251,冠农股份,农业综合,新疆
600252,中恒集团,中成药,广西
600255,梦舟股份,铜,安徽
600256,广汇能源,石油开采,新疆
600257,大湖股份,渔业,湖南
600258,首旅酒店,酒店餐饮,北京
600259,广晟有色,小金属,海南
600260,凯乐科技,通信设备,湖北
600261,阳光照明,家用电器,浙江
600262,北方股份,汽车整车,内蒙
600265,ST景谷,林业,云南
600266,北京城建,区域地产,北京
600267,海正药业,化学制药,浙江
600268,国电南自,电气设备,江苏
600269,赣粤高速,路桥,江西
600270,外运发展,仓储物流,北京
600271,航天信息,电脑设备,北京
600272,开开实业,中成药,上海
600273,嘉化能源,化工原料,浙江
600275,*ST昌鱼,农业综合,湖北
600276,恒瑞医药,化学制药,江苏
600277,亿利洁能,新型电力,内蒙
600278,东方创业,商贸代理,上海
600279,重庆港九,港口,重庆
600280,中央商场,百货,江苏
600281,太化股份,化工原料,山西
600282,南钢股份,普钢,江苏
600283,钱江水利,水务,浙江
600284,浦东建设,建筑施工,上海
600285,羚锐制药,中成药,河南
600287,江苏舜天,商贸代理,江苏
600288,大恒科技,软件服务,北京
600289,亿阳信通,软件服务,黑龙江
600290,华仪电气,电气设备,浙江
600291,西水股份,保险,内蒙
600292,远达环保,环境保护,重庆
600293,三峡新材,玻璃,湖北
600295,鄂尔多斯,小金属,内蒙
600297,广汇汽车,汽车服务,辽宁
600298,安琪酵母,食品,湖北
600299,安迪苏,化学制药,北京
600300,维维股份,软饮料,江苏
600301,ST南化,化工原料,广西
600302,标准股份,纺织机械,陕西
600303,曙光股份,汽车整车,辽宁
600305,恒顺醋业,食品,江苏
600306,商业城,百货,辽宁
600307,酒钢宏兴,普钢,甘肃
600308,华泰股份,造纸,山东
600309,万华化学,化工原料,山东
600310,桂东电力,水力发电,广西
600311,荣华实业,黄金,甘肃
600312,平高电气,电气设备,河南
600313,农发种业,种植业,北京
600315,上海家化,日用化工,上海
600316,洪都航空,航空,江西
600317,营口港,港口,辽宁
600318,新力金融,多元金融,安徽
600319,亚星化学,化工原料,山东
600320,振华重工,工程机械,上海
600321,国栋建设,其他建材,四川
600322,天房发展,区域地产,天津
600323,瀚蓝环境,水务,广东
600325,华发股份,区域地产,广东
600326,西藏天路,建筑施工,西藏
600327,大东方,百货,江苏
600328,兰太实业,化工原料,内蒙
600329,中新药业,中成药,天津
600330,天通股份,元器件,浙江
600331,宏达股份,铅锌,四川
600332,白云山,中成药,广东
600333,长春燃气,供气供热,吉林
600335,国机汽车,汽车配件,天津
600336,澳柯玛,家用电器,山东
600337,美克家居,家居用品,新疆
600338,西藏珠峰,铅锌,西藏
600339,中油工程,石油加工,新疆
600340,华夏幸福,区域地产,河北
600343,航天动力,航空,陕西
600345,长江通信,通信设备,湖北
600346,恒力股份,化纤,辽宁
600348,阳泉煤业,煤炭开采,山西
600350,山东高速,路桥,山东
600351,亚宝药业,中成药,山西
600352,浙江龙盛,染料涂料,浙江
600353,旭光股份,元器件,四川
600354,敦煌种业,种植业,甘肃
600355,精伦电子,元器件,湖北
600356,恒丰纸业,造纸,黑龙江
600358,国旅联合,旅游服务,江苏
600359,新农开发,农业综合,新疆
600360,华微电子,半导体,吉林
600361,华联综超,超市连锁,北京
600362,江西铜业,铜,江西
600363,联创光电,元器件,江西
600365,通葡股份,红黄药酒,吉林
600366,宁波韵升,电器仪表,浙江
600367,红星发展,化工原料,贵州
600368,五洲交通,路桥,广西
600369,西南证券,证券,重庆
600370,三房巷,纺织,江苏
600371,万向德农,种植业,黑龙江
600372,中航电子,航空,北京
600373,中文传媒,出版业,江西
600375,华菱星马,汽车整车,安徽
600376,首开股份,区域地产,北京
600377,宁沪高速,路桥,江苏
600378,天科股份,化工原料,四川
600379,宝光股份,电气设备,陕西
600380,健康元,化学制药,深圳
600381,青海春天,医疗保健,青海
600382,广东明珠,商贸代理,广东
600383,金地集团,全国地产,深圳
600385,山东金泰,黄金,山东
600386,北巴传媒,公共交通,北京
600387,海越股份,石油贸易,浙江
600388,龙净环保,环境保护,福建
600389,江山股份,农药化肥,江苏
600390,五矿资本,多元金融,湖南
600391,航发科技,航空,四川
600392,盛和资源,小金属,山西
600393,粤泰股份,全国地产,广东
600395,盘江股份,煤炭开采,贵州
600396,金山股份,火力发电,辽宁
600397,安源煤业,煤炭开采,江西
600398,海澜之家,服饰,江苏
600399,抚顺特钢,特种钢,辽宁
600400,红豆股份,服饰,江苏
600401,*ST海润,半导体,江苏
600403,*ST大有,煤炭开采,河南
600405,动力源,电气设备,北京
600406,国电南瑞,软件服务,江苏
600408,安泰集团,焦炭加工,山西
600409,三友化工,化工原料,河北
600410,华胜天成,软件服务,北京
600415,小商品城,商品城,浙江
600416,湘电股份,电气设备,湖南
600418,江淮汽车,汽车整车,安徽
600419,天润乳业,乳制品,新疆
600420,现代制药,化学制药,上海
600421,仰帆控股,机械基件,湖北
600422,昆药集团,中成药,云南
600423,*ST柳化,农药化肥,广西
600425,*ST青松,水泥,新疆
600426,华鲁恒升,农药化肥,山东
600428,中远海特,水运,广东
600429,三元股份,乳制品,北京
600432,*ST吉恩,小金属,吉林
600433,冠豪高新,造纸,广东
600435,北方导航,专用机械,北京
600436,片仔癀,中成药,福建
600438,通威股份,饲料,四川
600439,瑞贝卡,服饰,河南
600444,国机通用,塑料,安徽
600446,金证股份,软件服务,深圳
600448,华纺股份,纺织,山东
600449,宁夏建材,水泥,宁夏
600452,涪陵电力,水力发电,重庆
